"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","exp","ecrPosition","sdRank","risk"
"Brittan Golden","WR","ARI",2535988,1988-07-20,0,0,0,,124,0,0,5,,,
"Brock Osweiler","QB","DEN",2533436,1990-11-22,0,0,0,,31,0,0,5,,,
"Broncos","DST","DEN",100009,,7.55,7.55,7.55,,4,0.7,0,47,,,
"Bronson Hill","RB","ARI",2554357,1993-01-02,0,0,0,,83,0,0,2,,,
"Browns","DST","CLE",100007,,5.15,5.15,5.15,,28,0.850000000000001,0,47,,,
"Bruce Ellington","WR","HOU",2543646,1991-08-22,5.1875,5.1875,5.1875,,84,0.266249999999999,0,3,,,
"Bryan Walters","WR","FA",2528181,1987-11-04,0,0,0,,124,0,0,7,,,
"Bryce Petty","QB","NYJ",2552369,1991-05-31,0,0,0,,31,0,0,2,,,
"Bryce Treggs","WR","CLE",2556697,1994-04-30,0,0,0,,124,0,0,1,,,
"Bryce Williams","TE","FA",2556709,1993-02-24,0,0,0,,63,0,0,1,,,
"Bucky Hodges","TE","FA",2558011,1995-08-08,0,0,0,,63,0,0,0,,,
"Bug Howard","WR","FA",2558889,1994-11-28,0,0,0,,124,0,0,0,,,
"Byron Marshall","RB","WAS",2556841,1994-02-13,0,0,0,,83,0,0,1,,,
"C.J. Anderson","RB","DEN",2540269,1991-02-10,9.1775,9.1775,9.1775,,23,0.0387499999999985,0,4,,,
"C.J. Beathard","QB","SF",2557922,1993-11-16,0,0,0,,31,0,0,0,,,
"C.J. Fiedorowicz","TE","HOU",2543721,1991-10-22,6.3625,6.3625,6.3625,,19,0.175,0,3,,,
"C.J. Ham","RB","MIN",2556803,1993-07-22,0,0,0,,83,0,0,1,,,
"C.J. Prosise","RB","SEA",2555417,1994-05-20,8.505,8.505,8.505,,30,0.0950000000000006,0,1,,,
"C.J. Spiller","RB","KC",497204,1987-08-15,0,0,0,,83,0,0,7,,,
"C.J. Uzomah","TE","CIN",2552559,1993-01-14,0,0,0,,63,0,0,2,,,
"Cairo Santos","K","CHI",2550636,1991-11-21,8.2,8.2,8.2,,20,0.0500000000000025,0,3,,,
"Caleb Sturgis","K","PHI",2539637,1989-08-09,8.9,8.9,8.9,,12,0.0999999999999979,0,4,,,
"Calvin Johnson","WR","FA",2495647,1985-09-29,0,0,0,,124,0,0,10,,,
"Cam Newton","QB","CAR",2495455,1989-05-11,20.09,20.09,20.09,,3,1.39,0,6,,,
"Cameron Artis-Payne","RB","CAR",2552375,1990-06-23,0,0,0,,83,0,0,2,,,
"Cameron Brate","TE","TB",2550656,1991-07-03,0,0,0,,63,0,0,3,,,
"Cameron Meredith","WR","CHI",2553568,1992-09-21,0,0,0,,124,0,0,2,,,
"Canaan Severin","WR","FA",2556678,1993-03-16,0,0,0,,124,0,0,1,,,
"Cardale Jones","QB","LAC",2555426,1992-09-29,0,0,0,,31,0,0,1,,,
"Cardinals","DST","ARI",100026,,6.55,6.55,6.55,,10,0.0499999999999998,0,47,,,
"Carlos Henderson","WR","DEN",2558003,1994-12-19,0,0,0,,124,0,0,0,,,
"Carlos Hyde","RB","SF",2543743,1991-09-20,11.705,11.705,11.705,,10,0.63875,0,3,,,
"Carlton Agudosi","WR","ARI",2559131,1994-02-01,0,0,0,,124,0,0,0,,,
"Carson Palmer","QB","ARI",2505245,1979-12-27,15.75,15.75,15.75,,15,1.155,0,14,,,
"Carson Wentz","QB","PHI",2555259,1992-12-30,13.94,13.94,13.94,,17,0.300000000000001,0,1,,,
"Case Keenum","QB","MIN",2532888,1988-02-12,0,0,0,,31,0,0,5,,,
"Cayleb Jones","WR","FA",2556840,1993-03-21,0,0,0,,124,0,0,1,,,
"Cecil Shorts","WR","FA",2495341,1987-12-22,0,0,0,,124,0,0,6,,,
"Cedric ONeal","RB","FA",2556760,1994-01-29,0,0,0,,83,0,0,1,,,
"Cedric Peerman","RB","CIN",79629,1986-10-10,0,0,0,,83,0,0,8,,,
"Cethan Carter","TE","CIN",2558929,1993-09-05,0,0,0,,63,0,0,0,,,
"Chad Hansen","WR","NYJ",2558069,1995-01-18,0.775,0.775,0.775,,120,0.175,0,0,,,
"Chad Henne","QB","JAC",252,1985-07-02,0,0,0,,31,0,0,9,,,
"Chad Kelly","QB","DEN",2557869,1994-03-26,0,0,0,,31,0,0,0,,,
"Chad Williams","WR","ARI",2558208,1994-10-19,0,0,0,,124,0,0,0,,,
"Chandler Catanzaro","K","NYJ",2550325,1991-02-26,6.2,6.2,6.2,,30,6.2,0,3,,,
"Charcandrick West","RB","KC",2550268,1991-06-02,5.9275,5.9275,5.9275,,54,0.3575,0,3,,,
"Charles Clay","TE","BUF",2495139,1989-02-13,5.6,5.6,5.6,,26,0.4875,0,6,,,
"Charles Johnson","WR","CAR",2541147,1989-02-27,0,0,0,,124,0,0,4,,,
"Charles Sims","RB","TB",2543770,1990-09-19,0,0,0,,83,0,0,3,,,
"Charone Peake","WR","NYJ",2555477,1992-10-16,2.875,2.875,2.875,,101,0.10625,0,1,,,
"Chase Daniel","QB","NO",81284,1986-10-07,0,0,0,,31,0,0,8,,,
"Chester Rogers","WR","IND",2556396,1994-01-12,0,0,0,,124,0,0,1,,,
"Chiefs","DST","KC",100016,,4.3,4.3,4.3,,29,,0,47,,,
"Chris Boswell","K","PIT",2550545,1989-12-16,9,9,9,,10,0.15,0,3,,,
"Chris Carson","RB","SEA",2558865,1994-09-16,3.0875,3.0875,3.0875,,67,0.1175,0,0,,,
"Chris Conley","WR","KC",2552652,1992-10-25,5.85,5.85,5.85,,78,0.19,0,2,,,
"Chris Godwin","WR","TB",2558105,1996-02-27,0,0,0,,124,0,0,0,,,
"Chris Gragg","TE","NYJ",2539202,1990-06-30,0,0,0,,63,0,0,4,,,
"Chris Harper","WR","FA",2553652,1993-12-07,0,0,0,,124,0,0,2,,,
"Chris Hogan","WR","NE",2530515,1988-10-24,9.9,9.9,9.9,,37,0.222500000000002,0,6,,,
"Chris Ivory","RB","JAC",2507999,1988-03-22,3.0475,3.0475,3.0475,,68,0.1975,0,7,,,
"Chris Johnson","RB","FA",262,1985-09-23,0,0,0,,83,0,0,9,,,
"Chris Manhertz","TE","CAR",2552622,1992-04-10,0,0,0,,63,0,0,1,,,
"Chris Matthews","WR","BAL",2531049,1989-10-06,0,0,0,,124,0,0,3,,,
"Chris Moore","WR","BAL",2555209,1993-06-16,3.475,3.475,3.475,,97,0.31875,0,1,,,
"Chris Thompson","RB","WAS",2540011,1990-10-20,6.79,6.79,6.79,,44,0.0662500000000001,0,4,,,
"Chris Thompson","WR","HOU",2559368,,0,0,0,,124,0,0,0,,,
"Christian Hackenberg","QB","NYJ",2555416,1995-02-14,0,0,0,,31,0,0,1,,,
"Christian McCaffrey","RB","CAR",2557997,1996-06-07,10.305,10.305,10.305,,16,0.1275,0,0,,,
"Christian Ponder","QB","FA",2495215,1988-02-25,0,0,0,,31,0,0,6,,,
"Christine Michael","RB","IND",2539322,1990-11-09,0,0,0,,83,0,0,4,,,
"Clark Harris","TE","CIN",2495620,1984-07-10,0,0,0,,63,0,0,10,,,
"Clay Harbor","TE","NO",497242,1987-07-02,0,0,0,,63,0,0,7,,,
"Clive Walford","TE","OAK",2552397,1991-10-21,4.425,4.425,4.425,,34,0.237500000000001,0,2,,,
"Cobi Hamilton","WR","HOU",2539203,1990-11-13,0,0,0,,124,0,0,4,,,
"Coby Fleener","TE","NO",2532838,1988-09-20,7.1875,7.1875,7.1875,,14,0.23125,0,5,,,
"Cody Core","WR","CIN",2555331,1994-04-17,3.7375,3.7375,3.7375,,95,0.21875,0,1,,,
"Cody Kessler","QB","CLE",2555387,1993-05-11,0,0,0,,31,0,0,1,,,
"Cody Latimer","WR","DEN",2543590,1992-10-10,1.825,1.825,1.825,,112,0.535,0,3,,,
"Cody Parkey","K","MIA",2550380,1992-02-19,0,0,0,,31,0,0,3,,,
"Cole Beasley","WR","DAL",2535698,1989-04-26,7.605,7.605,7.605,,67,0.17,0,5,,,
"Colin Kaepernick","QB","FA",2495186,1987-11-03,0,0,0,,31,0,0,6,,,
"Colt McCoy","QB","WAS",497123,1986-09-05,0,0,0,,31,0,0,7,,,
"Colts","DST","IND",100014,,6,6,6,,21,0.0749999999999993,0,47,,,
"Connor Barth","K","FA",2507463,1986-04-11,7.9,7.9,7.9,,25,0.6,0,9,,,
"Connor Cook","QB","OAK",2555332,1993-01-29,0,0,0,,31,0,0,1,,,
"Connor Hamlett","TE","FA",2553771,1992-04-12,0,0,0,,63,0,0,1,,,
"Connor Shaw","QB","FA",2550252,1991-09-19,0,0,0,,31,0,0,3,,,
"Cooper Kupp","WR","LAR",2557898,1993-06-15,6.4875,6.4875,6.4875,,73,0.3,0,0,,,
"Cooper Rush","QB","DAL",2559242,1993-11-21,0,0,0,,31,0,0,0,,,
"Cordarrelle Patterson","WR","OAK",2540145,1991-03-17,5.37,5.37,5.37,,82,0.1575,0,4,,,
"Corey Brown","WR","FA",2550546,1991-12-16,0,0,0,,124,0,0,3,,,
"Corey Clement","RB","PHI",2559150,1994-11-02,0,0,0,,83,0,0,0,,,
"Corey Coleman","WR","CLE",2555333,1994-07-06,8.8375,8.8375,8.8375,,51,0.088750000000001,0,1,,,
"Corey Davis","WR","TEN",2557848,1995-01-11,8.4075,8.4075,8.4075,,57,0.1775,0,0,,,
"Corey Fuller","WR","NO",2540261,1990-06-23,0,0,0,,124,0,0,4,,,
"Corey Grant","RB","JAC",2553650,1991-12-19,2.8925,2.8925,2.8925,,69,0.14625,0,2,,,
"Cory Harkey","TE","FA",2533353,1990-06-17,0,0,0,,63,0,0,5,,,
"Cowboys","DST","DAL",100008,,6.2,6.2,6.2,,15,0,0,47,,,
"Crockett Gillmore","TE","FA",2543794,1991-11-16,0,0,0,,63,0,0,3,,,
"Curtis Samuel","WR","CAR",2558066,1996-08-11,7.42,7.42,7.42,,69,0.300000000000001,0,0,,,
"D.J. Foster","RB","ARI",2556528,1993-11-22,0,0,0,,83,0,0,1,,,
"D.J. Tialavea","TE","FA",2550406,1991-07-27,0,0,0,,63,0,0,2017,,,
"Dak Prescott","QB","DAL",2555260,1993-07-29,17.15,17.15,17.15,,12,0.715,0,1,,,
"Dalvin Cook","RB","MIN",2557991,1995-08-10,9.825,9.825,9.825,,19,0.115,0,0,,,
"Damien Williams","RB","MIA",2550512,1992-04-03,0,0,0,,83,0,0,3,,,
"Damiere Byrd","WR","CAR",2553499,1993-01-27,0,0,0,,124,0,0,2,,,
"Dan Bailey","K","DAL",2495259,1988-01-26,10.1,10.1,10.1,,4,0.65,0,6,,,
"Dan Carpenter","K","FA",2507401,1985-11-25,0,0,0,,31,0,0,9,,,
"Dan Orlovsky","QB","FA",2506481,1983-08-18,0,0,0,,31,0,0,12,,,
"Daniel Braverman","WR","FA",2556144,1993-09-28,0,0,0,,124,0,0,1,,,
"Daniel Brown","TE","CHI",2553900,1992-05-26,0,0,0,,63,0,0,2,,,
"Daniel Lasco","RB","NO",2555219,1992-10-09,0,0,0,,83,0,0,1,,,
"Danny Amendola","WR","NE",2649,1985-11-02,8.7125,8.7125,8.7125,,53,0.154999999999998,0,9,,,
"Danny Woodhead","RB","BAL",4327,1985-01-25,6.67,6.67,6.67,,46,0.05375,0,9,,,
"Darius Jackson","RB","CLE",2556273,1993-12-01,0,0,0,,83,0,0,1,,,
"Darrel Young","RB","FA",2507737,1987-04-08,0,0,0,,83,0,0,8,,,
"Darrell Daniels","TE","IND",2558886,1994-11-22,0,0,0,,63,0,0,1,,,
"Darren Fells","TE","DET",2540928,1986-04-22,2.525,2.525,2.525,,51,0.03125,0,5,,,
"Darren McFadden","RB","FA",284,1987-08-27,0,0,0,,83,0,0,9,,,
"Darren Sproles","RB","PHI",2506467,1983-06-20,7.58,7.58,7.58,,38,0.0949999999999998,0,12,,,
"Darren Waller","TE","BAL",2552408,1992-09-13,0,0,0,,63,0,0,2,,,
"Darreus Rogers","WR","FA",2559238,1993-09-03,0,0,0,,124,0,0,0,,,
"Darrius Heyward-Bey","WR","PIT",80427,1987-02-26,2.6475,2.6475,2.6475,,104,0.16625,0,8,,,
"Daryl Richardson","RB","FA",2534789,1990-04-12,0,0,0,,83,0,0,5,,,
"Davante Adams","WR","GB",2543495,1992-12-24,11.4125,11.4125,11.4125,,20,0.231250000000001,0,3,,,
"David Cobb","RB","FA",2552376,1993-06-03,0,0,0,,83,0,0,2,,,
"David Fales","QB","MIA",2543751,1990-10-04,0,0,0,,31,0,0,3,,,
"David Fluellen","RB","TEN",2550289,1992-01-29,0,0,0,,83,0,0,3,,,
"David Johnson","RB","ARI",2553435,1991-12-16,16.795,16.795,16.795,,2,2.225,1,2,,,
"David Johnson","TE","FA",79589,1987-08-26,0,0,0,,63,0,0,8,,,
"David Morgan","TE","MIN",2555306,1993-05-19,1.075,1.075,1.075,,59,0.11875,0,1,,,
"David Njoku","TE","CLE",2557986,1996-07-10,7.2,7.2,7.2,,13,0.112500000000001,0,0,,,
"Davis Webb","QB","NYG",2557897,1995-01-22,0,0,0,,31,0,0,0,,,
"DeAndre Carter","WR","FA",2553502,1993-04-10,0,0,0,,124,0,0,2,,,
"DeAndre Hopkins","WR","HOU",2540165,1992-06-06,12.2125,12.2125,12.2125,,12,0.381249999999998,0,4,,,
"DeAndre Washington","RB","OAK",2555464,1993-02-22,6.2275,6.2275,6.2275,,51,0.143750000000001,0,1,,,
"DeAngelo Henderson","RB","DEN",2557850,1992-11-24,3.1625,3.1625,3.1625,,66,0.0949999999999998,0,0,,,
"DeAngelo Williams","RB","FA",2495979,1983-04-25,0,0,0,,83,0,0,11,,,
"DeAnthony Thomas","WR","KC",2543638,1993-01-05,0,0,0,,124,0,0,3,,,
"DeMarco Murray","RB","TEN",2495207,1988-02-12,13.425,13.425,13.425,,5,0.293749999999999,0,6,,,
"DeSean Jackson","WR","TB",1581,1986-12-01,0,0,0,,124,0,0,9,,,
"DeShone Kizer","QB","CLE",2557983,1996-01-03,9.09,9.09,9.09,,26,1.62,0,0,,,
"DeVante Parker","WR","MIA",2552409,1993-01-20,0,0,0,,124,0,0,2,,,
"DeVeon Smith","RB","MIA",2558998,1994-11-08,0,0,0,,83,0,0,0,,,
"Deante Burton","WR","FA",2559109,1994-07-12,0,0,0,,124,0,0,0,,,
"Dede Westbrook","WR","JAC",2557895,1993-11-21,0,0,0,,124,0,0,0,,,
"Delanie Walker","TE","TEN",2495966,1984-08-12,10.125,10.125,10.125,,6,0.4,0,11,,,
"Demarcus Ayers","WR","FA",2555465,1994-07-07,0,0,0,,124,0,0,1,,,
"Demarcus Robinson","WR","KC",2555478,1994-09-21,0,0,0,,124,0,0,1,,,
"Demaryius Thomas","WR","DEN",497328,1987-12-25,12.4,12.4,12.4,,11,0.375000000000002,0,7,,,
"Demetrius Harris","TE","KC",2541187,1991-07-29,0,0,0,,63,0,0,4,,,
"Denard Robinson","RB","FA",2539260,1990-09-22,0,0,0,,83,0,0,4,,,
"Dennis Pitta","TE","FA",497254,1985-06-29,0,0,0,,63,0,0,7,,,
"Deonte Thompson","WR","BUF",2534436,1989-02-14,0,0,0,,124,0,0,5,,,
"Derek Anderson","QB","CAR",2506546,1983-06-15,0,0,0,,31,0,0,12,,,
"Derek Carr","QB","OAK",2543499,1991-03-28,17.17,17.17,17.17,,11,0.125,0,3,,,
"Derek Carrier","TE","LAR",2534241,1990-07-25,0,0,0,,63,0,0,5,,,
"Derek Watt","RB","LAC",2555220,1992-11-07,0,0,0,,83,0,0,1,,,
"Derel Walker","WR","FA",2550509,1991-06-29,0,0,0,,124,0,0,3,,,
"Derrick Coleman","RB","ATL",2534871,1990-10-18,0,0,0,,83,0,0,5,,,
"Derrick Henry","RB","TEN",2556075,1994-07-17,7.055,7.055,7.055,,43,0.27125,0,1,,,
"Deshaun Watson","QB","HOU",2558063,1995-09-14,0,0,0,,31,0,0,0,,,
"Devante Mays","RB","GB",2558837,1994-05-26,0.43,0.43,0.43,,82,0.43,0,0,,,
"Devin Fuller","WR","ATL",2556212,1994-01-29,0,0,0,,124,0,0,1,,,
"Devin Funchess","WR","CAR",2552458,1994-05-21,9.0875,9.0875,9.0875,,46,0.1425,0,2,,,
"Devin Lucien","WR","FA",2556185,1993-06-26,0,0,0,,124,0,0,1,,,
"Devin Smith","WR","FA",2553434,1992-03-03,0,0,0,,124,0,0,2,,,
"Devin Street","WR","FA",2543641,1991-03-30,0,0,0,,124,0,0,3,,,
"Devine Redding","RB","FA",2559103,1996-02-05,0,0,0,,83,0,0,0,,,
"Devon Johnson","RB","FA",2556854,1993-07-28,0,0,0,,83,0,0,1,,,
"Devonta Freeman","RB","ATL",2543583,1992-03-15,13.92,13.92,13.92,,4,0.549999999999999,0,3,,,
"Devontae Booker","RB","DEN",2555223,1992-05-27,0,0,0,,83,0,0,1,,,
"Dexter McCluster","RB","FA",497190,1988-08-25,0,0,0,,83,0,0,7,,,
"Dez Bryant","WR","DAL",497278,1988-11-04,14.5375,14.5375,14.5375,,6,0.856249999999999,0,7,,,
"Dezmin Lewis","WR","FA",2552411,1992-12-05,0,0,0,,124,0,0,2,,,
"Dion Lewis","RB","NE",2495469,1990-09-27,5.5,5.5,5.5,,56,0.0649999999999995,0,6,,,
"Dion Sims","TE","CHI",2540200,1991-02-18,5.6625,5.6625,5.6625,,25,0.3,0,4,,,
