player,position,team,playerId,birthdate,points,lower,upper,sdPts,positionRank,dropoff,tier,exp,ecrPosition,sdRank,risk
Brandon Williams,TE,IND,2539645,10/12/1987,0,0,0,,63,0,0,5,,,
Braxton Miller,WR,HOU,2555348,11/30/1992,6.675,6.675,6.675,,72,0.325,0,1,,,
Brent Celek,TE,PHI,2507218,1/25/1985,2.5875,2.5875,2.5875,,49,0.04375,0,10,,,
Brenton Bersin,WR,CAR,2535966,5/9/1990,0,0,0,,124,0,0,4,,,
Breshad Perriman,WR,BAL,2552597,9/10/1993,9.23,9.23,9.23,,44,0.1375,0,2,,,
Brett Hundley,QB,GB,2552588,6/15/1993,0,0,0,,31,0,0,2,,,
Brian Hill,RB,CIN,2558112,11/9/1995,0,0,0,,83,0,0,0,,,
Brian Hoyer,QB,NE,81294,10/31/1985,10.87,10.87,10.87,,23,0.435,0,8,,,
Brian Quick,WR,WAS,2532933,6/5/1989,5.2375,5.2375,5.2375,,83,0.12875,0,5,,,
Brice Butler,WR,DAL,2541388,1/29/1990,4.4125,4.4125,4.4125,,90,0.11875,0,4,,,
Brittan Golden,WR,ARI,2535988,7/20/1988,0,0,0,,124,0,0,5,,,
Brock Osweiler,QB,DEN,2533436,11/22/1990,0,0,0,,31,0,0,5,,,
Broncos,DST,DEN,100009,,7.55,7.55,7.55,,4,0.7,0,47,,,
Bronson Hill,RB,ARI,2554357,1/2/1993,0,0,0,,83,0,0,2,,,
Browns,DST,CLE,100007,,5.15,5.15,5.15,,28,0.85,0,47,,,
Bruce Ellington,WR,HOU,2543646,8/22/1991,5.1875,5.1875,5.1875,,84,0.26625,0,3,,,
Bryan Walters,WR,FA,2528181,11/4/1987,0,0,0,,124,0,0,7,,,
Bryce Petty,QB,NYJ,2552369,5/31/1991,0,0,0,,31,0,0,2,,,
Bryce Treggs,WR,CLE,2556697,4/30/1994,0,0,0,,124,0,0,1,,,
Bryce Williams,TE,FA,2556709,2/24/1993,0,0,0,,63,0,0,1,,,
Bucky Hodges,TE,FA,2558011,8/8/1995,0,0,0,,63,0,0,0,,,
Bug Howard,WR,FA,2558889,11/28/1994,0,0,0,,124,0,0,0,,,
Byron Marshall,RB,WAS,2556841,2/13/1994,0,0,0,,83,0,0,1,,,
C.J. Anderson,RB,DEN,2540269,2/10/1991,9.1775,9.1775,9.1775,,23,0.03875,0,4,,,
C.J. Beathard,QB,SF,2557922,11/16/1993,0,0,0,,31,0,0,0,,,
C.J. Fiedorowicz,TE,HOU,2543721,10/22/1991,6.3625,6.3625,6.3625,,19,0.175,0,3,,,
C.J. Ham,RB,MIN,2556803,7/22/1993,0,0,0,,83,0,0,1,,,
C.J. Prosise,RB,SEA,2555417,5/20/1994,8.505,8.505,8.505,,30,0.095,0,1,,,
C.J. Spiller,RB,KC,497204,8/15/1987,0,0,0,,83,0,0,7,,,
C.J. Uzomah,TE,CIN,2552559,1/14/1993,0,0,0,,63,0,0,2,,,
Cairo Santos,K,CHI,2550636,11/21/1991,8.2,8.2,8.2,,20,0.05,0,3,,,
Caleb Sturgis,K,PHI,2539637,8/9/1989,8.9,8.9,8.9,,12,0.1,0,4,,,
Calvin Johnson,WR,FA,2495647,9/29/1985,0,0,0,,124,0,0,10,,,
Cam Newton,QB,CAR,2495455,5/11/1989,20.09,20.09,20.09,,3,1.39,0,6,,,
Cameron Artis-Payne,RB,CAR,2552375,6/23/1990,0,0,0,,83,0,0,2,,,
Cameron Brate,TE,TB,2550656,7/3/1991,0,0,0,,63,0,0,3,,,
Cameron Meredith,WR,CHI,2553568,9/21/1992,0,0,0,,124,0,0,2,,,
Canaan Severin,WR,FA,2556678,3/16/1993,0,0,0,,124,0,0,1,,,
Cardale Jones,QB,LAC,2555426,9/29/1992,0,0,0,,31,0,0,1,,,
Cardinals,DST,ARI,100026,,6.55,6.55,6.55,,10,0.05,0,47,,,
Carlos Henderson,WR,DEN,2558003,12/19/1994,0,0,0,,124,0,0,0,,,
Carlos Hyde,RB,SF,2543743,9/20/1991,11.705,11.705,11.705,,10,0.63875,0,3,,,
Carlton Agudosi,WR,ARI,2559131,2/1/1994,0,0,0,,124,0,0,0,,,
Carson Palmer,QB,ARI,2505245,12/27/1979,15.75,15.75,15.75,,15,1.155,0,14,,,
Carson Wentz,QB,PHI,2555259,12/30/1992,13.94,13.94,13.94,,17,0.3,0,1,,,
Case Keenum,QB,MIN,2532888,2/12/1988,0,0,0,,31,0,0,5,,,
Cayleb Jones,WR,FA,2556840,3/21/1993,0,0,0,,124,0,0,1,,,
Cecil Shorts,WR,FA,2495341,12/22/1987,0,0,0,,124,0,0,6,,,
Cedric ONeal,RB,FA,2556760,1/29/1994,0,0,0,,83,0,0,1,,,
Cedric Peerman,RB,CIN,79629,10/10/1986,0,0,0,,83,0,0,8,,,
Cethan Carter,TE,CIN,2558929,9/5/1993,0,0,0,,63,0,0,0,,,
Chad Hansen,WR,NYJ,2558069,1/18/1995,0.775,0.775,0.775,,120,0.175,0,0,,,
Chad Henne,QB,JAC,252,7/2/1985,0,0,0,,31,0,0,9,,,
Chad Kelly,QB,DEN,2557869,3/26/1994,0,0,0,,31,0,0,0,,,
Chad Williams,WR,ARI,2558208,10/19/1994,0,0,0,,124,0,0,0,,,
Chandler Catanzaro,K,NYJ,2550325,2/26/1991,6.2,6.2,6.2,,30,6.2,0,3,,,
Charcandrick West,RB,KC,2550268,6/2/1991,5.9275,5.9275,5.9275,,54,0.3575,0,3,,,
Charles Clay,TE,BUF,2495139,2/13/1989,5.6,5.6,5.6,,26,0.4875,0,6,,,
Charles Johnson,WR,CAR,2541147,2/27/1989,0,0,0,,124,0,0,4,,,
Charles Sims,RB,TB,2543770,9/19/1990,0,0,0,,83,0,0,3,,,
Charone Peake,WR,NYJ,2555477,10/16/1992,2.875,2.875,2.875,,101,0.10625,0,1,,,
Chase Daniel,QB,NO,81284,10/7/1986,0,0,0,,31,0,0,8,,,
Chester Rogers,WR,IND,2556396,1/12/1994,0,0,0,,124,0,0,1,,,
Chiefs,DST,KC,100016,,4.3,4.3,4.3,,29,,0,47,,,
Chris Boswell,K,PIT,2550545,12/16/1989,9,9,9,,10,0.15,0,3,,,
Chris Carson,RB,SEA,2558865,9/16/1994,3.0875,3.0875,3.0875,,67,0.1175,0,0,,,
Chris Conley,WR,KC,2552652,10/25/1992,5.85,5.85,5.85,,78,0.19,0,2,,,
Chris Godwin,WR,TB,2558105,2/27/1996,0,0,0,,124,0,0,0,,,
Chris Gragg,TE,NYJ,2539202,6/30/1990,0,0,0,,63,0,0,4,,,
Chris Harper,WR,FA,2553652,12/7/1993,0,0,0,,124,0,0,2,,,
Chris Hogan,WR,NE,2530515,10/24/1988,9.9,9.9,9.9,,37,0.2225,0,6,,,
Chris Ivory,RB,JAC,2507999,3/22/1988,3.0475,3.0475,3.0475,,68,0.1975,0,7,,,
Chris Johnson,RB,FA,262,9/23/1985,0,0,0,,83,0,0,9,,,
Chris Manhertz,TE,CAR,2552622,4/10/1992,0,0,0,,63,0,0,1,,,
Chris Matthews,WR,BAL,2531049,10/6/1989,0,0,0,,124,0,0,3,,,
Chris Moore,WR,BAL,2555209,6/16/1993,3.475,3.475,3.475,,97,0.31875,0,1,,,
Chris Thompson,RB,WAS,2540011,10/20/1990,6.79,6.79,6.79,,44,0.06625,0,4,,,
Chris Thompson,WR,HOU,2559368,,0,0,0,,124,0,0,0,,,
Christian Hackenberg,QB,NYJ,2555416,2/14/1995,0,0,0,,31,0,0,1,,,
Christian McCaffrey,RB,CAR,2557997,6/7/1996,10.305,10.305,10.305,,16,0.1275,0,0,,,
Christian Ponder,QB,FA,2495215,2/25/1988,0,0,0,,31,0,0,6,,,
Christine Michael,RB,IND,2539322,11/9/1990,0,0,0,,83,0,0,4,,,
Clark Harris,TE,CIN,2495620,7/10/1984,0,0,0,,63,0,0,10,,,
Clay Harbor,TE,NO,497242,7/2/1987,0,0,0,,63,0,0,7,,,
Clive Walford,TE,OAK,2552397,10/21/1991,4.425,4.425,4.425,,34,0.2375,0,2,,,
Cobi Hamilton,WR,HOU,2539203,11/13/1990,0,0,0,,124,0,0,4,,,
Coby Fleener,TE,NO,2532838,9/20/1988,7.1875,7.1875,7.1875,,14,0.23125,0,5,,,
Cody Core,WR,CIN,2555331,4/17/1994,3.7375,3.7375,3.7375,,95,0.21875,0,1,,,
Cody Kessler,QB,CLE,2555387,5/11/1993,0,0,0,,31,0,0,1,,,
Cody Latimer,WR,DEN,2543590,10/10/1992,1.825,1.825,1.825,,112,0.535,0,3,,,
Cody Parkey,K,MIA,2550380,2/19/1992,0,0,0,,31,0,0,3,,,
Cole Beasley,WR,DAL,2535698,4/26/1989,7.605,7.605,7.605,,67,0.17,0,5,,,
Colin Kaepernick,QB,FA,2495186,11/3/1987,0,0,0,,31,0,0,6,,,
Colt McCoy,QB,WAS,497123,9/5/1986,0,0,0,,31,0,0,7,,,
Colts,DST,IND,100014,,6,6,6,,21,0.075,0,47,,,
Connor Barth,K,FA,2507463,4/11/1986,7.9,7.9,7.9,,25,0.6,0,9,,,
Connor Cook,QB,OAK,2555332,1/29/1993,0,0,0,,31,0,0,1,,,
Connor Hamlett,TE,FA,2553771,4/12/1992,0,0,0,,63,0,0,1,,,
Connor Shaw,QB,FA,2550252,9/19/1991,0,0,0,,31,0,0,3,,,
Cooper Kupp,WR,LAR,2557898,6/15/1993,6.4875,6.4875,6.4875,,73,0.3,0,0,,,
Cooper Rush,QB,DAL,2559242,11/21/1993,0,0,0,,31,0,0,0,,,
Cordarrelle Patterson,WR,OAK,2540145,3/17/1991,5.37,5.37,5.37,,82,0.1575,0,4,,,
Corey Brown,WR,FA,2550546,12/16/1991,0,0,0,,124,0,0,3,,,
Corey Clement,RB,PHI,2559150,11/2/1994,0,0,0,,83,0,0,0,,,
Corey Coleman,WR,CLE,2555333,7/6/1994,8.8375,8.8375,8.8375,,51,0.08875,0,1,,,
Corey Davis,WR,TEN,2557848,1/11/1995,8.4075,8.4075,8.4075,,57,0.1775,0,0,,,
Corey Fuller,WR,NO,2540261,6/23/1990,0,0,0,,124,0,0,4,,,
Corey Grant,RB,JAC,2553650,12/19/1991,2.8925,2.8925,2.8925,,69,0.14625,0,2,,,
Cory Harkey,TE,FA,2533353,6/17/1990,0,0,0,,63,0,0,5,,,
Cowboys,DST,DAL,100008,,6.2,6.2,6.2,,15,0,0,47,,,
Crockett Gillmore,TE,FA,2543794,11/16/1991,0,0,0,,63,0,0,3,,,
Curtis Samuel,WR,CAR,2558066,8/11/1996,7.42,7.42,7.42,,69,0.3,0,0,,,
D.J. Foster,RB,ARI,2556528,11/22/1993,0,0,0,,83,0,0,1,,,
D.J. Tialavea,TE,FA,2550406,7/27/1991,0,0,0,,63,0,0,2017,,,
Dak Prescott,QB,DAL,2555260,7/29/1993,17.15,17.15,17.15,,12,0.715,0,1,,,
Dalvin Cook,RB,MIN,2557991,8/10/1995,9.825,9.825,9.825,,19,0.115,0,0,,,
Damien Williams,RB,MIA,2550512,4/3/1992,0,0,0,,83,0,0,3,,,
Damiere Byrd,WR,CAR,2553499,1/27/1993,0,0,0,,124,0,0,2,,,
Dan Bailey,K,DAL,2495259,1/26/1988,10.1,10.1,10.1,,4,0.65,0,6,,,
Dan Carpenter,K,FA,2507401,11/25/1985,0,0,0,,31,0,0,9,,,
Dan Orlovsky,QB,FA,2506481,8/18/1983,0,0,0,,31,0,0,12,,,
Daniel Braverman,WR,FA,2556144,9/28/1993,0,0,0,,124,0,0,1,,,
Daniel Brown,TE,CHI,2553900,5/26/1992,0,0,0,,63,0,0,2,,,
Daniel Lasco,RB,NO,2555219,10/9/1992,0,0,0,,83,0,0,1,,,
Danny Amendola,WR,NE,2649,11/2/1985,8.7125,8.7125,8.7125,,53,0.155,0,9,,,
Danny Woodhead,RB,BAL,4327,1/25/1985,6.67,6.67,6.67,,46,0.05375,0,9,,,
Darius Jackson,RB,CLE,2556273,12/1/1993,0,0,0,,83,0,0,1,,,
Darrel Young,RB,FA,2507737,4/8/1987,0,0,0,,83,0,0,8,,,
Darrell Daniels,TE,IND,2558886,11/22/1994,0,0,0,,63,0,0,1,,,
Darren Fells,TE,DET,2540928,4/22/1986,2.525,2.525,2.525,,51,0.03125,0,5,,,
Darren McFadden,RB,FA,284,8/27/1987,0,0,0,,83,0,0,9,,,
Darren Sproles,RB,PHI,2506467,6/20/1983,7.58,7.58,7.58,,38,0.095,0,12,,,
Darren Waller,TE,BAL,2552408,9/13/1992,0,0,0,,63,0,0,2,,,
Darreus Rogers,WR,FA,2559238,9/3/1993,0,0,0,,124,0,0,0,,,
Darrius Heyward-Bey,WR,PIT,80427,2/26/1987,2.6475,2.6475,2.6475,,104,0.16625,0,8,,,
Daryl Richardson,RB,FA,2534789,4/12/1990,0,0,0,,83,0,0,5,,,
Davante Adams,WR,GB,2543495,12/24/1992,11.4125,11.4125,11.4125,,20,0.23125,0,3,,,
David Cobb,RB,FA,2552376,6/3/1993,0,0,0,,83,0,0,2,,,
David Fales,QB,MIA,2543751,10/4/1990,0,0,0,,31,0,0,3,,,
David Fluellen,RB,TEN,2550289,1/29/1992,0,0,0,,83,0,0,3,,,
David Johnson,RB,ARI,2553435,12/16/1991,16.795,16.795,16.795,,2,2.225,1,2,,,
David Johnson,TE,FA,79589,8/26/1987,0,0,0,,63,0,0,8,,,
David Morgan,TE,MIN,2555306,5/19/1993,1.075,1.075,1.075,,59,0.11875,0,1,,,
David Njoku,TE,CLE,2557986,7/10/1996,7.2,7.2,7.2,,13,0.1125,0,0,,,
Davis Webb,QB,NYG,2557897,1/22/1995,0,0,0,,31,0,0,0,,,
DeAndre Carter,WR,FA,2553502,4/10/1993,0,0,0,,124,0,0,2,,,
DeAndre Hopkins,WR,HOU,2540165,6/6/1992,12.2125,12.2125,12.2125,,12,0.38125,0,4,,,
DeAndre Washington,RB,OAK,2555464,2/22/1993,6.2275,6.2275,6.2275,,51,0.14375,0,1,,,
DeAngelo Henderson,RB,DEN,2557850,11/24/1992,3.1625,3.1625,3.1625,,66,0.095,0,0,,,
DeAngelo Williams,RB,FA,2495979,4/25/1983,0,0,0,,83,0,0,11,,,
DeAnthony Thomas,WR,KC,2543638,1/5/1993,0,0,0,,124,0,0,3,,,
DeMarco Murray,RB,TEN,2495207,2/12/1988,13.425,13.425,13.425,,5,0.29375,0,6,,,
DeSean Jackson,WR,TB,1581,12/1/1986,0,0,0,,124,0,0,9,,,
DeShone Kizer,QB,CLE,2557983,1/3/1996,9.09,9.09,9.09,,26,1.62,0,0,,,
DeVante Parker,WR,MIA,2552409,1/20/1993,0,0,0,,124,0,0,2,,,
DeVeon Smith,RB,MIA,2558998,11/8/1994,0,0,0,,83,0,0,0,,,
Deante Burton,WR,FA,2559109,7/12/1994,0,0,0,,124,0,0,0,,,
Dede Westbrook,WR,JAC,2557895,11/21/1993,0,0,0,,124,0,0,0,,,
Delanie Walker,TE,TEN,2495966,8/12/1984,10.125,10.125,10.125,,6,0.4,0,11,,,
Demarcus Ayers,WR,FA,2555465,7/7/1994,0,0,0,,124,0,0,1,,,
Demarcus Robinson,WR,KC,2555478,9/21/1994,0,0,0,,124,0,0,1,,,
Demaryius Thomas,WR,DEN,497328,12/25/1987,12.4,12.4,12.4,,11,0.375,0,7,,,
Demetrius Harris,TE,KC,2541187,7/29/1991,0,0,0,,63,0,0,4,,,
Denard Robinson,RB,FA,2539260,9/22/1990,0,0,0,,83,0,0,4,,,
Dennis Pitta,TE,FA,497254,6/29/1985,0,0,0,,63,0,0,7,,,
Deonte Thompson,WR,BUF,2534436,2/14/1989,0,0,0,,124,0,0,5,,,
Derek Anderson,QB,CAR,2506546,6/15/1983,0,0,0,,31,0,0,12,,,
Derek Carr,QB,OAK,2543499,3/28/1991,17.17,17.17,17.17,,11,0.125,0,3,,,
Derek Carrier,TE,LAR,2534241,7/25/1990,0,0,0,,63,0,0,5,,,
Derek Watt,RB,LAC,2555220,11/7/1992,0,0,0,,83,0,0,1,,,
Derel Walker,WR,FA,2550509,6/29/1991,0,0,0,,124,0,0,3,,,
Derrick Coleman,RB,ATL,2534871,10/18/1990,0,0,0,,83,0,0,5,,,
Derrick Henry,RB,TEN,2556075,7/17/1994,7.055,7.055,7.055,,43,0.27125,0,1,,,
Deshaun Watson,QB,HOU,2558063,9/14/1995,0,0,0,,31,0,0,0,,,
Devante Mays,RB,GB,2558837,5/26/1994,0.43,0.43,0.43,,82,0.43,0,0,,,
Devin Fuller,WR,ATL,2556212,1/29/1994,0,0,0,,124,0,0,1,,,
Devin Funchess,WR,CAR,2552458,5/21/1994,9.0875,9.0875,9.0875,,46,0.1425,0,2,,,
Devin Lucien,WR,FA,2556185,6/26/1993,0,0,0,,124,0,0,1,,,
Devin Smith,WR,FA,2553434,3/3/1992,0,0,0,,124,0,0,2,,,
Devin Street,WR,FA,2543641,3/30/1991,0,0,0,,124,0,0,3,,,
Devine Redding,RB,FA,2559103,2/5/1996,0,0,0,,83,0,0,0,,,
Devon Johnson,RB,FA,2556854,7/28/1993,0,0,0,,83,0,0,1,,,
Devonta Freeman,RB,ATL,2543583,3/15/1992,13.92,13.92,13.92,,4,0.55,0,3,,,
Devontae Booker,RB,DEN,2555223,5/27/1992,0,0,0,,83,0,0,1,,,
Dexter McCluster,RB,FA,497190,8/25/1988,0,0,0,,83,0,0,7,,,
Dez Bryant,WR,DAL,497278,11/4/1988,14.5375,14.5375,14.5375,,6,0.85625,0,7,,,
Dezmin Lewis,WR,FA,2552411,12/5/1992,0,0,0,,124,0,0,2,,,
Dion Lewis,RB,NE,2495469,9/27/1990,5.5,5.5,5.5,,56,0.065,0,6,,,
Dion Sims,TE,CHI,2540200,2/18/1991,5.6625,5.6625,5.6625,,25,0.3,0,4,,,
Dom Williams,WR,PHI,2556827,9/2/1990,0,0,0,,124,0,0,1,,,
Don Jackson,RB,FA,2556563,9/7/1993,0,0,0,,83,0,0,1,,,
Donnel Pumphrey,RB,PHI,2558850,12/6/1994,0,0,0,,83,0,0,0,,,
Donte Moncrief,WR,IND,2543614,8/6/1993,10.525,10.525,10.525,,28,0.2825,0,3,,,
Donteea Dye,WR,FA,2553876,8/20/1993,0,0,0,,124,0,0,2,,,
Dontrelle Inman,WR,CHI,2530700,1/31/1989,0,0,0,,124,0,0,4,,,
Dorial Green-Beckham,WR,FA,2552491,4/12/1993,0,0,0,,124,0,0,2,,,
Doug Baldwin,WR,SEA,2530747,9/21/1988,13.15,13.15,13.15,,8,0.33875,0,6,,,
Doug Martin,RB,TB,2532899,1/13/1989,0,0,0,,83,0,0,5,,,
Dreamius Smith,RB,FA,2553848,9/8/1992,0,0,0,,83,0,0,2,,,
Drew Brees,QB,NO,2504775,1/15/1979,17.62,17.62,17.62,,8,0.34,0,16,,,
