"","Player","Points","FD_Salary"
"67","Lynch, Marshawn","11.4","$7,200"
"68","Forte, Matt","11.1","$5,600"
"69","Bell, Le'Veon","11.1","$9,000"
"70","Gore, Frank","10.6","$5,800"
"71","Carson, Chris","10.5","$5,200"
"72","Miller, Lamar","10.2","$6,400"
"73","Ingram, Mark","9.6","$6,200"
"74","Johnson, Duke","9.5","$5,400"
"75","Cohen, Tarik","8.8","$5,400"
"76","Abdullah, Ameer","8.6","$6,000"
"77","Kelley, Rob","7.8","$5,600"
"78","Cook, Dalvin","7.4","$6,700"
"79","McCoy, LeSean","7.3","$8,600"
"80","Perine, Samaje","7.2","$4,900"
"81","Vereen, Shane","7","$4,800"
"82","Kamara, Alvin","6.9","$4,700"
"83","Sproles, Darren","6.8","$5,300"
"84","McCaffrey, Christian","6.4","$6,600"
"85","Ivory, Chris","6.3","$4,700"
"86","Fowler, Jalston","6.3","$4,500"
"87","Ham, C.J.","6.1","$4,500"
"88","Charles, Jamaal","5.7","$5,300"
"89","Riddick, Theo","5.2","$6,000"
"90","Washington, DeAndre","5","$4,900"
"91","Barber, Peyton","4.7","$4,500"
"92","Mixon, Joe","4.6","$5,400"
"94","Breida, Matt","4.3","$4,800"
"95","Elliott, Ezekiel","4.2","$8,700"
"96","McGuire, Elijah","4.1","$4,500"
"97","McKinnon, Jerick","4","$4,800"
"98","Foreman, D'Onta","4","$4,700"
"99","Stewart, Jonathan","4","$5,900"
"100","Ellington, Andre","3.8","$4,900"
"101","Crowell, Isaiah","3.7","$6,300"
"102","Prosise, C.J.","3.7","$5,200"
"103","Bernard, Giovani","3.6","$5,700"
"104","Murray, DeMarco","3.3","$7,500"
"105","Perkins, Paul","3.2","$6,100"
"106","Ervin, Tyler","3.1","$4,500"
"107","Oliver, Branden","3.1","$5,100"
"108","Lewis, Dion","3","$5,100"
"109","Peterson, Adrian","2.6","$5,900"
"110","Darkwa, Orleans","2.5","$5,000"
"111","Hill, Jeremy","2.4","$5,700"
"112","Turbin, Robert","2.4","$4,900"
"113","Williams, Kerwynn","2.2","$6,100"
"115","Fluellen, David","1.8","$4,500"
"116","Williams, Jamaal","1.6","$5,200"
"117","Powell, Bilal","1.3","$6,400"
"118","Grant, Corey","1.3","$4,500"
"119","Mack, Marlon","1.3","$4,800"
"120","Tolbert, Mike","1.2","$4,900"
"121","Develin, James","1.1","$4,500"
"122","Washington, Dwayne","0.9","$4,500"
"123","Conner, James","0.9","$5,100"
"124","Smith, Rod","0.8","$4,500"
"125","Howard, Jordan","0.7","$7,400"
"126","Ripkowski, Aaron","0.7","$4,500"
"127","Smallwood, Wendell","0.6","$4,800"
"128","Murray, Latavius","0.6","$5,600"
"129","Blount, LeGarrette","0.5","$6,300"
"130","Rawls, Thomas","0.4","$5,800"
"131","Watson, Terrell","0.1","$4,500"
"132","Brown, Malcolm","0.1","$4,500"
"133","Jones, Aaron","0","$4,600"
"134","Mostert, Raheem","0","$4,500"
"135","Burton, Michael","0","$4,500"
"136","Kuhn, John","0","$4,500"
"137","Williams, Damien","0","$4,500"
"138","Ward, Terron","0","$4,500"
"139","Todman, Jordan","0","$4,500"
"140","Dayes, Matthew","0","$4,500"
"141","Edmunds, Trey","0","$4,500"
"142","Perry, Senorise","0","$4,500"
"143","West, Charcandrick","0","$5,200"
"144","Bohanon, Tommy","0","$4,500"
"145","Sherman, Anthony","0","$4,500"
"146","Bolden, Brandon","0","$4,500"
"147","Watt, Derek","0","$4,500"
"148","Henderson, De'Angelo","0","$4,500"
"149","Jones, Taiwan","0","$4,500"
"150","DiMarco, Patrick","0","$4,500"
"151","Coleman, Derrick","0","$4,500"
"152","Whittaker, Fozzy","0","$4,500"
"153","Janovich, Andy","0","$4,500"
"154","Juszczyk, Kyle","0","$4,500"
"155","Ekeler, Austin","0","$4,500"
"156","Prosch, Jay","0","$4,500"
"157","Vitale, Dan","0","$4,500"
"158","Sims, Charles","-0.1","$5,600"
"159","Drake, Kenyan","-0.3","$4,900"
"162","Crabtree, Michael","29","$7,300"
"163","Sanders, Emmanuel","21.2","$6,400"
"164","Nelson, J.J.","20.5","$5,300"
"165","Kearse, Jermaine","20.4","$5,400"
"166","Adams, Davante","19.9","$6,700"
"167","Evans, Mike","18.8","$8,500"
"168","Jeffery, Alshon","18.7","$6,900"
"169","Bryant, Martavis","17.3","$6,200"
"170","Hurns, Allen","17.2","$5,600"
"171","Hogan, Chris","16.3","$6,200"
"172","Coleman, Brandon","16.2","$4,600"
"173","Bryant, Dez","15.4","$7,600"
"174","Allen, Keenan","14.5","$7,100"
"175","Thompson, Deonte","13.7","$4,500"
"176","Landry, Jarvis","13.6","$6,500"
"178","Jones, Julio","13.3","$8,800"
"179","Patterson, Cordarrelle","12.8","$5,000"
"180","Thomas, Michael","11.4","$8,000"
"181","Maclin, Jeremy","11.1","$6,300"
"182","Lee, Marqise","11.1","$5,900"
"183","Sanu, Mohamed","11","$5,300"
"184","Hopkins, DeAndre","10.8","$7,400"
"185","Benjamin, Kelvin","10.7","$6,600"
"186","Stills, Kenny","10.7","$5,400"
"187","Parker, DeVante","10.5","$6,400"
"188","Wright, Kendall","10.4","$5,400"
"189","Thomas, Demaryius","10.1","$7,000"
"190","Cobb, Randall","10","$6,300"
"191","Lockett, Tyler","9.4","$5,700"
"192","Brown, Jaron","9.3","$4,500"
"193","Jones, Marvin","9.2","$5,800"
"194","Green, A.J.","9.2","$8,200"
"195","Smith-Schuster, JuJu","9.1","$4,800"
"196","Dorsett, Phillip","9","$4,800"
"197","Richardson, Paul","8.9","$5,200"
"198","Funchess, Devin","8.8","$5,200"
"199","Brown, Antonio","8.7","$9,400"
"200","Smith, Torrey","8.6","$5,000"
"201","Erickson, Alex","8.4","$4,500"
"202","Grant, Ryan","7.6","$4,600"
"203","Conley, Chris","7.5","$4,900"
"204","Williams, Tyrell","7.4","$6,300"
"205","Agholor, Nelson","7.4","$5,500"
"206","Baldwin, Doug","7.4","$7,600"
"207","Bellamy, Josh","7.1","$4,600"
"208","Hill, Tyreek","6.9","$7,200"
"209","Hilton, T.Y.","6.9","$7,200"
"210","Crowder, Jamison","6.7","$6,200"
"211","Rogers, Eli","6.3","$4,600"
"212","Taylor, Taywan","6.3","$4,500"
"213","Matthews, Rishard","5.8","$6,300"
"214","Beckham Jr., Odell","5.6","$8,600"
"215","Jackson, DeSean","5.4","$6,700"
"216","Cooper, Amari","5.3","$7,900"
"217","Beasley, Cole","5.3","$5,500"
"218","Cooks, Brandin","5.3","$7,900"
"219","LaFell, Brandon","5","$4,800"
"220","Thielen, Adam","4.9","$5,800"
"221","Treadwell, Laquon","4.8","$5,100"
"222","Kupp, Cooper","4.8","$5,400"
"223","Hollins, Mack","4.7","$4,500"
"224","Decker, Eric","4.7","$6,100"
"225","Aiken, Kamar","4.6","$5,000"
"226","Tate, Golden","4.5","$7,400"
"227","Matthews, Jordan","4.5","$6,400"
"228","Goodwin, Marquise","4.1","$5,500"
"229","Pryor, Terrelle","4.1","$6,800"
"230","Garcon, Pierre","4.1","$6,500"
"231","Diggs, Stefon","4.1","$6,500"
"232","Watkins, Sammy","4","$6,700"
"233","Shepard, Sterling","4","$6,000"
"234","Ginn Jr., Ted","3.9","$6,100"
"235","Allison, Geronimo","3.9","$4,700"
"236","Anderson, Robby","3.8","$5,100"
"238","Louis, Ricardo","3.7","$4,500"
"239","Williams, Terrance","3.7","$4,900"
"240","Wilson, Albert","3.6","$4,900"
"241","Fitzgerald, Larry","3.6","$6,600"
"242","Golden, Brittan","3.4","$4,500"
"243","Reynolds, Josh","3.3","$4,600"
"244","Latimer, Cody","3.2","$4,800"
"245","Gabriel, Taylor","3.1","$4,900"
"246","Kerley, Jeremy","2.9","$5,100"
"247","Jones, Zay","2.8","$4,500"
"248","Moncrief, Donte","2.8","$5,600"
"249","Humphries, Adam","2.8","$4,900"
"250","Holmes, Andre","2.8","$4,800"
"251","Hardy, Justin","2.4","$4,500"
"252","Butler, Brice","2.3","$4,600"
"253","Lewis, Roger","2.3","$4,500"
"254","Cole, Keelan","2.3","$4,500"
"255","Marshall, Brandon","2.2","$7,000"
"256","Lewis, Tommylee","2.1","$4,600"
"257","Darboh, Amara","2.1","$4,500"
"258","Miller, Braxton","2","$4,800"
"259","Williams, Chad","2","$4,500"
"260","Samuel, Curtis","1.7","$5,100"
"261","Taylor, Trent","1.6","$4,500"
"262","Benjamin, Travis","1.6","$5,500"
"263","Wright, Jarius","1.4","$4,500"
"264","Coleman, Corey","1.4","$6,000"
"265","Davis, Trevor","1.4","$4,500"
"266","Fowler, Bennie","1.3","$4,500"
"267","Golladay, Kenny","1.3","$5,700"
"268","Woods, Robert","1.3","$5,400"
"269","Austin, Tavon","1.3","$5,000"
"270","Wallace, Mike","1.2","$5,500"
"271","Shepard, Russell","1.1","$4,900"
"272","Davis, Corey","0.9","$5,700"
"273","Peake, Charone","0.8","$4,500"
"274","Britt, Kenny","0.7","$5,700"
"275","Campanaro, Michael","0.5","$4,500"
"276","Quick, Brian","0","$4,700"
"277","Roberts, Seth","0","$5,300"
"278","Heyward-Bey, Darrius","0","$4,500"
"279","Byrd, Damiere","0","$4,500"
"280","Weems, Eric","0","$4,500"
"281","Cooper, Pharoh","0","$4,500"
"282","Thomas, De'Anthony","0","$4,500"
"283","Robinson, Demarcus","0","$4,500"
"284","Godwin, Chris","0","$4,500"
"285","Strong, Jaelen","0","$5,000"
"286","Benn, Arrelious","0","$4,500"
"287","McBride, Tre","0","$4,500"
"288","Clay, Kaelin","0","$4,500"
"289","Janis, Jeff","0","$4,900"
"290","Matthews, Chris","0","$4,500"
"291","Roberts, Andre","0","$4,500"
"292","Stewart, ArDarius","0","$4,800"
"293","Inman, Dontrelle","0","$4,700"
"294","Coates, Sammie","0","$4,700"
"295","Bolden, Victor","0","$4,500"
"296","Perriman, Breshad","0","$4,900"
"297","Doctson, Josh","0","$4,900"
"298","Holton, Johnny","0","$4,500"
"299","Core, Cody","0","$4,500"
"300","Nelson, Jordy","0","$8,100"
"301","Carroo, Leonte","0","$4,500"
"302","Robinson, Aldrick","0","$4,700"
"303","Jones, T.J.","0","$4,600"
"304","McKenzie, Isaiah","0","$4,500"
"305","Bray, Quan","0","$4,500"
"306","Grant, Jakeem","0","$4,500"
"307","Switzer, Ryan","0","$4,500"
"308","Harris, Dwayne","0","$4,500"
"309","McEvoy, Tanner","0","$4,500"
"310","Ross, John","-0.8","$4,900"
"311","Raymond, Kalif","-2","$4,500"
"314","Witten, Jason","20.7","$5,400"
"315","Gronkowski, Rob","20.6","$8,100"
"316","Kelce, Travis","20.3","$6,700"
"317","Walker, Delanie","14.2","$6,200"
"318","Watson, Ben","13.1","$4,800"
"319","Engram, Evan","12.9","$5,000"
"320","Ebron, Eric","12.7","$5,300"
"321","Ertz, Zach","12.2","$6,100"
"322","Doyle, Jack","11.9","$5,200"
"323","Henry, Hunter","11.5","$5,700"
"324","Everett, Gerald","11","$4,500"
"325","Fleener, Coby","10.8","$5,300"
"326","Njoku, David","10.2","$4,500"
"327","Smith, Jonnu","10","$4,500"
"328","Gates, Antonio","8.1","$5,300"
"330","Reed, Jordan","7.8","$6,400"
"331","Miller, Zach","7.2","$4,500"
"332","Bennett, Martellus","7.2","$5,800"
"333","DeValve, Seth","7.1","$4,500"
"334","Rudolph, Kyle","6.5","$5,500"
"335","Eifert, Tyler","5.7","$5,800"
"336","Momah, Ifeanyi","5.1","$4,500"
"337","James, Jesse","4.7","$5,400"
"338","Cook, Jared","4.5","$5,100"
"339","Hill, Josh","4.4","$4,500"
"340","Adams, Jerell","4.3","$4,500"
"341","Williams, Maxx","4.3","$4,500"
"342","Thomas, Julius","4.1","$5,000"
"343","Willson, Luke","4","$4,500"
"344","Clay, Charles","3.8","$5,200"
"345","Dickson, Ed","3.6","$4,500"
"346","Brate, Cameron","3.4","$5,300"
"347","Rodgers, Richard","3.2","$4,700"
"348","Ellison, Rhett","3.1","$4,500"
"349","Telfer, Randall","2.5","$4,500"
"350","Williams, Brandon","2.5","$4,500"
"351","Kittle, George","2.3","$4,500"
"352","Howard, O.J.","2.2","$5,300"
"353","Niklas, Troy","2.1","$4,500"
"354","Heuerman, Jeff","2","$4,600"
"355","Davis, Vernon","1.8","$4,800"
"356","Hooper, Austin","1.7","$5,500"
"357","Burton, Trey","1.5","$4,500"
"358","McGrath, Sean","1.5","$4,500"
"359","Olsen, Greg","1.5","$6,500"
"360","Carrier, Derek","1.4","$4,500"
"361","Smith, Lee","1.4","$4,500"
"362","Boyle, Nick","1.4","$4,500"
"363","Sterling, Neal","1.3","$4,500"
"364","Walford, Clive","1.2","$4,600"
"365","Celek, Garrett","1.1","$4,500"
"366","Cross, Alan","1.1","$4,500"
"367","Hollister, Jacob","1","$4,500"
"368","Tye, Will","0.9","$4,500"
"369","Fells, Darren","0.8","$4,500"
"370","Graham, Jimmy","0.6","$6,300"
"371","Harris, Clark","0","$4,500"
"372","Higbee, Tyler","0","$4,500"
"373","Sims, Dion","0","$4,500"
"374","Paulsen, Logan","0","$4,500"
"375","Manhertz, Chris","0","$4,500"
"376","Thomas, Logan","0","$4,500"
"377","Lewis, Marcedes","0","$4,500"
"378","Derby, A.J.","0","$4,900"
"379","Travis, Ross","0","$4,500"
"380","O'Shaughnessy, James","0","$4,500"
"381","Supernaw, Phillip","0","$4,500"
"382","O'Leary, Nick","0","$4,500"
"383","Swaim, Geoff","0","$4,500"
"384","Paul, Niles","0","$4,500"
"385","Mayle, Vince","0","$4,500"
"386","Harris, Demetrius","0","$4,500"
"387","Grimble, Xavier","0","$4,500"
"388","Kendricks, Lance","0","$4,500"
"389","Fasano, Anthony","0","$4,500"
"390","Koyack, Ben","0","$4,500"
"391","Kroft, Tyler","0","$4,500"
"392","Allen, Dwayne","0","$4,900"
"393","Hewitt, Ryan","0","$4,500"
"394","Toilolo, Levine","0","$4,500"
"395","Vannett, Nick","0","$4,500"
"396","Stocker, Luke","0","$4,500"
"397","Brown, Daniel","0","$4,500"
"398","Gray, Marqueis","0","$4,500"
"399","Hanna, James","0","$4,500"
"402","Boswell, Chris","16","$4,700"
"403","Succop, Ryan","15","$4,700"
"404","Parkey, Cody","15","$4,600"
"405","Bryant, Matt","14","$5,000"
"406","Folk, Nick","14","$4,600"
"407","Gostkowski, Stephen","12","$5,100"
"408","Dawson, Phil","11","$4,500"
"409","Catanzaro, Chandler","10","$4,600"
"410","Gould, Robbie","10","$4,500"
"411","Hopkins, Dustin","10","$4,700"
"412","Tavecchio, Giorgio","9","$4,700"
"413","Lutz, Wil","9","$4,700"
"414","Santos, Cairo","9","$4,600"
"416","Gano, Graham","9","$4,800"
"417","Zuerlein, Greg","9","$4,600"
"418","Bullock, Randy","9","$4,700"
"419","Vinatieri, Adam","8","$4,700"
"420","Fairbairn, Ka'imi","8","$4,500"
"421","Prater, Matt","8","$4,800"
"422","Bailey, Dan","7","$4,800"
"423","Koo, Younghoe","6","$4,600"
"424","McManus, Brandon","6","$4,700"
"425","Walsh, Blair","6","$4,600"
"426","Tucker, Justin","6","$5,200"
"427","Myers, Jason","5","$4,600"
"428","Crosby, Mason","5","$4,900"
"429","Forbath, Kai","4","$4,500"
"430","Gonzalez, Zane","4","$4,500"
"431","Rosas, Aldrick","4","$4,600"
"432","Hauschka, Steven","4","$4,700"
"433","Barth, Connor","1","$4,500"
"436","Tampa Bay","19","$4,500"
"437","Detroit","17","$4,200"
"438","Baltimore","17","$4,700"
"439","Denver","13","$4,900"
"440","Atlanta","13","$4,300"
"441","Kansas City","11","$4,500"
"442","Buffalo","10","$4,200"
"443","Carolina","10","$5,100"
"444","Arizona","10","$5,000"
"445","Oakland","9","$5,300"
"446","Houston","9","$4,600"
"447","Tennessee","9","$4,600"
"448","Seattle","8","$5,400"
"449","Pittsburgh","8","$4,700"
"450","Cincinnati","7","$4,600"
"451","San Francisco","7","$4,000"
"452","Washington","7","$4,500"
"453","Indianapolis","7","$4,200"
"454","Cleveland","6","$4,100"
"455","New York G","6","$4,600"
"456","Philadelphia","4","$4,400"
"457","Chicago","4","$4,200"
"458","LA Chargers","3","$4,300"
"459","Dallas","2","$4,800"
"460","Green Bay","2","$4,100"
"461","Miami","2","$4,400"
"462","LA Rams","2","$4,400"
"463","Minnesota","2","$4,400"
"464","New England","2","$4,300"
"465","Jacksonville","-1","$4,300"
"466","New Orleans","-2","$4,000"
"467","New York J","-4","$4,000"
