"","Player","Points","FD_Salary"
"142","Edmunds, Trey","0","$4,500"
"143","Perry, Senorise","0","$4,500"
"144","Bohanon, Tommy","0","$4,500"
"145","Perkins, Paul","0","$4,500"
"146","Sherman, Anthony","0","$4,500"
"147","Bolden, Brandon","0","$4,500"
"148","Richard, Jalen","0","$4,700"
"149","Zenner, Zach","0","$4,700"
"150","Kerridge, Joe","0","$4,500"
"151","Hunt, Akeem","0","$4,500"
"152","Rawls, Thomas","0","$5,000"
"153","DiMarco, Patrick","0","$4,500"
"154","Coleman, Derrick","0","$4,500"
"155","Whittaker, Fozzy","0","$4,500"
"156","Ripkowski, Aaron","0","$4,500"
"157","Fluellen, David","0","$4,500"
"158","Olawale, Jamize","0","$4,500"
"159","Prosch, Jay","0","$4,500"
"160","Jones, Aaron","-0.2","$5,400"
"161","McGuire, Elijah","-0.3","$4,800"
"162","Grant, Corey","-2","$4,500"
"165","Hopkins, DeAndre","30.4","$8,600"
"166","Brown, Antonio","26.8","$9,000"
"167","Adams, Davante","25.4","$6,900"
"168","Thomas, Michael","22.7","$7,600"
"169","Williams, Tyrell","21.2","$4,900"
"170","Landry, Jarvis","20.6","$7,000"
"171","Kupp, Cooper","20.3","$6,400"
"172","Thielen, Adam","19.5","$7,500"
"173","Thomas, Demaryius","19.3","$6,300"
"174","Tate, Golden","18.5","$6,800"
"175","Lockett, Tyler","18","$5,200"
"176","Cole, Keelan","17.4","$4,500"
"177","Sanu, Mohamed","17.3","$5,800"
"178","Westbrook, Dede","16.6","$5,200"
"179","Wright, Kendall","15.7","$4,700"
"180","Baldwin, Doug","15.3","$7,400"
"181","Bryant, Dez","14.8","$7,200"
"182","Richardson, Paul","14.7","$5,900"
"183","Coleman, Corey","14.7","$5,700"
"184","Gordon, Josh","14.4","$6,700"
"185","Allen, Keenan","14.1","$8,400"
"186","Jeffery, Alshon","13.7","$7,400"
"187","Goodwin, Marquise","13.6","$5,700"
"188","Funchess, Devin","13.4","$7,100"
"189","Smith, Torrey","13","$4,900"
"190","Moore, Chris","12.3","$4,500"
"191","Jones, Julio","12.3","$8,500"
"192","Crabtree, Michael","11.5","$7,100"
"193","Benjamin, Kelvin","11.3","$5,900"
"194","Grant, Jakeem","11.2","$4,500"
"195","Amendola, Danny","10.6","$5,400"
"196","Agholor, Nelson","10.4","$6,200"
"197","Lewis, Tommylee","10","$4,500"
"198","LaFell, Brandon","9.9","$5,300"
"199","Wilson, Albert","9.7","$5,400"
"200","Watkins, Sammy","9.6","$6,300"
"201","Hill, Tyreek","9.5","$7,800"
"202","Diggs, Stefon","9.4","$6,800"
"203","Godwin, Chris","9.3","$4,500"
"204","Lee, Marqise","9","$6,600"
"205","Wallace, Mike","8.7","$6,000"
"206","Jackson, DeSean","8.4","$6,500"
"207","Lewis, Roger","8.1","$5,000"
"208","Jones, Marvin","7.9","$7,000"
"209","Cobb, Randall","7.9","$5,000"
"210","Beasley, Cole","7.4","$5,000"
"211","Decker, Eric","7.1","$4,800"
"212","Green, A.J.","6.9","$8,300"
"213","Fitzgerald, Larry","6.9","$7,600"
"214","Bryant, Martavis","6.3","$5,800"
"215","Byrd, Damiere","6.2","$4,500"
"216","Bellamy, Josh","6.2","$4,500"
"217","Parker, DeVante","6","$6,100"
"218","Benjamin, Travis","5.3","$5,000"
"219","Nelson, Jordy","5.3","$5,900"
"220","Allison, Geronimo","4.9","$4,500"
"221","Doctson, Josh","4.9","$5,600"
"222","Crowder, Jamison","4.9","$6,800"
"223","Rogers, Eli","4.8","$4,500"
"224","Latimer, Cody","4.7","$4,500"
"225","Davis, Corey","4.4","$5,600"
"226","Cooks, Brandin","4.3","$7,600"
"227","Maclin, Jeremy","4.2","$5,900"
"228","Anderson, Robby","4.2","$7,700"
"229","Coleman, Brandon","4.2","$4,900"
"230","Fuller, Will","4.1","$5,400"
"231","Golladay, Kenny","4.1","$5,100"
"232","Jones, T.J.","4.1","$4,800"
"233","Humphries, Adam","4","$4,800"
"234","Williams, Terrance","4","$5,300"
"235","Roberts, Seth","3.9","$4,500"
"236","Thompson, Deonte","3.9","$4,600"
"237","Bourne, Kendrick","3.9","$4,500"
"238","Robinson, Aldrick","3.7","$4,700"
"239","Nelson, J.J.","3.6","$4,700"
"240","Evans, Mike","3.5","$7,300"
"241","Matthews, Rishard","3.4","$6,000"
"242","Grant, Ryan","3.3","$5,000"
"243","Treadwell, Laquon","3.3","$4,700"
"244","Williams, Chad","3.3","$4,500"
"245","Hilton, T.Y.","3","$6,900"
"246","Stills, Kenny","2.8","$5,700"
"247","Reynolds, Josh","2.7","$4,500"
"248","Murphy, Louis","2.5","$4,500"
"249","Brown, Jaron","2.5","$4,900"
"250","Gabriel, Taylor","2.4","$5,200"
"251","Martino, Freddie","2.4","$4,500"
"252","Wright, Jarius","2.3","$4,700"
"253","Powe, Darius","2.3","$4,500"
"254","Patterson, Cordarrelle","2.3","$4,500"
"255","Bersin, Brenton","2.2","$4,500"
"256","Sanders, Emmanuel","2.1","$6,100"
"257","Taylor, Trent","2.1","$4,500"
"258","Boyd, Tyler","2","$4,500"
"259","Ginn Jr., Ted","1.7","$5,600"
"260","Shepard, Sterling","1.7","$6,400"
"261","Rogers, Chester","1.6","$5,100"
"262","Erickson, Alex","1.4","$4,500"
"263","Campanaro, Michael","1.3","$4,500"
"264","Quick, Brian","1.2","$4,500"
"265","Thomas, Mike","1.1","$4,500"
"266","Kearse, Jermaine","0.9","$6,300"
"267","Floyd, Michael","0.8","$4,500"
"268","Holton, Johnny","0.8","$4,500"
"269","Williams, Mike","0.8","$4,900"
"270","Shepard, Russell","0.8","$4,900"
"271","Hogan, Chris","0.6","$7,000"
"272","Cooper, Pharoh","0.6","$4,500"
"273","Snead, Willie","0.5","$4,600"
"274","Thompson, Chris","0","$4,500"
"275","Hollins, Mack","0","$4,500"
"276","Jones, Zay","0","$4,500"
"277","Heyward-Bey, Darrius","0","$4,600"
"278","Fowler, Bennie","0","$4,500"
"279","Hansen, Chad","0","$4,500"
"280","Golden, Brittan","0","$4,500"
"281","Cooper, Amari","0","$7,000"
"282","Malone, Josh","0","$4,500"
"283","Weems, Eric","0","$4,500"
"284","Louis, Ricardo","0","$4,500"
"285","Wheaton, Markus","0","$4,500"
"286","Thomas, De'Anthony","0","$4,600"
"287","Robinson, Demarcus","0","$4,700"
"288","Natson, JoJo","0","$4,500"
"289","Brown, Noah","0","$4,500"
"290","Mickens, Jaydon","0","$4,500"
"291","Higgins, Rashard","0","$4,500"
"292","Clay, Kaelin","0","$4,500"
"293","Tate, Brandon","0","$4,600"
"294","Aiken, Kamar","0","$4,600"
"295","Janis, Jeff","0","$4,500"
"296","Taylor, Taywan","0","$4,600"
"297","Holmes, Andre","0","$4,500"
"298","Chesson, Jehu","0","$4,500"
"299","Roberts, Andre","0","$4,500"
"300","Stewart, ArDarius","0","$4,500"
"301","Inman, Dontrelle","0","$5,200"
"302","Darboh, Amara","0","$4,500"
"303","Coates, Sammie","0","$4,500"
"304","Slater, Matthew","0","$4,500"
"305","Bolden, Victor","0","$4,500"
"306","Reedy, Bernard","0","$4,500"
"307","Raymond, Kalif","0","$4,500"
"308","Core, Cody","0","$4,500"
"309","Carroo, Leonte","0","$4,500"
"310","Hunter, Justin","0","$4,500"
"311","Taylor, Jordan","0","$4,500"
"312","Hardy, Justin","0","$4,500"
"313","Davis, Trevor","0","$4,500"
"314","Hall, Marvin","0","$4,500"
"315","Switzer, Ryan","0","$4,500"
"316","McEvoy, Tanner","0","$4,500"
"317","Austin, Tavon","-2.3","$4,700"
"320","Burton, Trey","21.6","$4,500"
"321","Cook, Jared","16","$5,700"
"322","James, Jesse","14.7","$5,400"
"323","Celek, Garrett","13.7","$4,500"
"324","Henry, Hunter","13","$5,600"
"325","Shaheen, Adam","12.4","$5,000"
"326","Ebron, Eric","12.4","$5,200"
"327","Rudolph, Kyle","11.6","$6,000"
"328","Howard, O.J.","11.4","$5,100"
"329","Kelce, Travis","10.9","$8,000"
"330","Ellison, Rhett","10","$4,500"
"331","Davis, Vernon","9.6","$5,800"
"332","Witten, Jason","8.5","$5,800"
"333","Doyle, Jack","7.4","$5,400"
"334","Engram, Evan","7.4","$6,600"
"335","McDonald, Vance","7.2","$4,700"
"336","Celek, Brent","7","$4,500"
"337","Walker, Delanie","6.7","$6,600"
"338","Sims, Dion","4.2","$4,500"
"339","Gresham, Jermaine","3.7","$4,500"
"341","Hooper, Austin","3.3","$5,300"
"342","Harris, Demetrius","3","$4,500"
"343","Fells, Darren","2.8","$4,800"
"344","DeValve, Seth","2.6","$4,500"
"345","Anderson, Stephen","2.6","$4,500"
"346","Seals-Jones, Ricky","2.5","$4,500"
"347","Hill, Josh","2.4","$4,500"
"348","Walford, Clive","2.3","$4,500"
"349","Fasano, Anthony","2.2","$4,500"
"350","Clay, Charles","2.1","$5,400"
"351","Thomas, Julius","2.1","$5,500"
"352","Kendricks, Lance","2.1","$4,500"
"353","Hanna, James","2.1","$4,500"
"354","Paul, Niles","2","$4,500"
"355","Kittle, George","2","$5,100"
"356","Allen, Dwayne","2","$4,500"
"357","Brown, Daniel","1.9","$4,500"
"358","Roberts, Michael","1.8","$4,500"
"359","Williams, Brandon","1.8","$4,500"
"360","Willson, Luke","1.7","$4,500"
"361","Telfer, Randall","1.7","$4,500"
"362","Gray, Marqueis","1.7","$4,500"
"363","Brate, Cameron","1.6","$5,400"
"364","O'Leary, Nick","1.4","$4,700"
"365","Niklas, Troy","1.2","$4,500"
"366","Toilolo, Levine","1.2","$4,500"
"367","Everett, Gerald","1.1","$4,500"
"368","Manhertz, Chris","1.1","$4,500"
"369","Hewitt, Ryan","1.1","$4,500"
"370","Heuerman, Jeff","1","$4,500"
"371","Njoku, David","0.8","$4,700"
"372","Seferian-Jenkins, Austin","0.6","$5,900"
"373","Boyle, Nick","0.6","$4,500"
"374","Cumberland, Jeff","0.5","$4,500"
"375","Harris, Clark","0","$4,500"
"376","Sprinkle, Jeremy","0","$4,500"
"377","Higbee, Tyler","0","$4,500"
"378","Rodgers, Richard","0","$4,800"
"379","Graham, Jimmy","0","$6,900"
"380","Paulsen, Logan","0","$4,500"
"381","McGrath, Sean","0","$4,500"
"382","Sterling, Neal","0","$4,500"
"383","Thomas, Logan","0","$4,500"
"384","Auclair, Antony","0","$4,500"
"385","Lewis, Marcedes","0","$4,800"
"386","Gates, Antonio","0","$4,500"
"387","Travis, Ross","0","$4,500"
"388","Carter, Cethan","0","$4,500"
"389","Smith, Jonnu","0","$4,500"
"390","O'Shaughnessy, James","0","$4,500"
"391","Olsen, Greg","0","$5,800"
"392","Supernaw, Phillip","0","$4,500"
"393","Swaim, Geoff","0","$4,500"
"394","Tomlinson, Eric","0","$4,500"
"395","Carrier, Derek","0","$4,500"
"396","Mayle, Vince","0","$4,500"
"397","Uzomah, C.J.","0","$4,500"
"398","Watson, Ben","0","$5,000"
"399","Grimble, Xavier","0","$4,500"
"400","Green, Virgil","0","$4,600"
"401","Adams, Jerell","0","$4,500"
"402","Smith, Lee","0","$4,500"
"403","Traylor, Austin","0","$4,500"
"404","Koyack, Ben","0","$4,500"
"405","Dickson, Ed","0","$5,000"
"406","Kroft, Tyler","0","$5,600"
"407","Hoomanawanui, Michael","0","$4,500"
"408","Cross, Alan","0","$4,500"
"409","Vannett, Nick","0","$4,500"
"410","Braunecker, Ben","0","$4,500"
"411","Hollister, Jacob","0","$4,500"
"412","Williams, Maxx","0","$4,500"
"415","Boswell, Chris","19","$4,800"
"416","Gould, Robbie","17","$4,500"
"417","Butker, Harrison","17","$4,800"
"418","McManus, Brandon","14","$4,600"
"419","Lambo, Josh","14","$4,700"
"420","Elliott, Jake","14","$5,100"
"421","Dawson, Phil","13","$4,500"
"422","Coons, Travis","12","$4,500"
"423","Forbath, Kai","10","$4,600"
"424","Bryant, Matt","10","$5,000"
"425","Parkey, Cody","10","$4,500"
"426","Gostkowski, Stephen","9","$5,200"
"428","Tucker, Justin","9","$5,100"
"429","Gano, Graham","8","$4,800"
"430","Prater, Matt","7","$5,000"
"431","Bailey, Dan","6","$4,800"
"432","Walsh, Blair","6","$4,600"
"433","Fairbairn, Ka'imi","6","$4,700"
"434","Lutz, Wil","5","$5,100"
"435","Zuerlein, Greg","5","$5,200"
"436","Rosas, Aldrick","4","$4,500"
"437","Gonzalez, Zane","3","$4,500"
"438","Murray, Patrick","3","$4,500"
"439","Crosby, Mason","3","$4,800"
"440","Tavecchio, Giorgio","1","$4,600"
"441","Vinatieri, Adam","1","$4,600"
"442","Succop, Ryan","1","$4,700"
"443","Rose, Nick","1","$4,600"
"444","Hauschka, Steven","1","$4,800"
"445","Bullock, Randy","1","$4,600"
"446","Catanzaro, Chandler","0","$4,600"
"449","Denver","18","$4,700"
"450","Detroit","13","$4,700"
"451","Carolina","12","$4,300"
"452","Tennessee","12","$4,800"
"453","Philadelphia","11","$4,600"
"454","Chicago","11","$4,600"
"455","Arizona","11","$4,400"
"456","Kansas City","10","$4,800"
"457","Washington","9","$4,400"
"458","New Orleans","8","$4,500"
"459","Jacksonville","8","$5,200"
"460","Dallas","8","$4,400"
"461","LA Rams","8","$4,400"
"462","LA Chargers","8","$5,100"
"463","Indianapolis","8","$4,100"
"464","Miami","7","$4,000"
"465","Oakland","6","$4,200"
"466","Tampa Bay","6","$4,500"
"467","San Francisco","6","$4,500"
"468","Green Bay","6","$5,000"
"469","Buffalo","5","$5,300"
"470","Atlanta","5","$4,300"
"471","Houston","4","$4,800"
"472","Minnesota","3","$4,600"
"473","New York J","2","$4,500"
"474","New England","2","$5,100"
"475","Cincinnati","1","$4,600"
"476","Cleveland","1","$4,000"
"477","Seattle","1","$4,900"
"478","Pittsburgh","-1","$5,000"
"479","New York G","-1","$4,100"
"480","Baltimore","-1","$4,300"
