"","Player","Points","FD_Salary"
"186","Bowe, Dwayne","4.6","$4,500"
"187","Moncrief, Donte","4.5","$6,400"
"188","Williams, Terrance","4.2","$5,600"
"189","Benjamin, Travis","3.7","$6,000"
"190","Hardy, Justin","3.7","$4,500"
"191","Roberts, Andre","3.6","$4,800"
"192","Mariani, Marc","3.3","$4,500"
"193","Fowler, Bennie","3.2","$4,900"
"194","Kerley, Jeremy","3.2","$5,100"
"195","Austin, Miles","3.2","$5,200"
"196","Jackson, DeSean","3","$5,600"
"197","Johnson, Charles","3","$5,000"
"198","Ginn Jr., Ted","2.5","$5,300"
"199","White, Roddy","2.5","$5,300"
"200","Bailey, Stedman","2.3","$4,500"
"201","Inman, Dontrelle","2.3","$5,000"
"202","Huff, Josh","2","$5,300"
"203","Wilson, Marquess","2","$4,800"
"204","Ellington, Bruce","1.9","$4,500"
"205","Wright, Jarius","1.7","$4,900"
"207","Whitehead, Lucky","1.3","$4,600"
"208","Bellamy, Josh","1.1","$4,700"
"209","Tate, Brandon","0.9","$4,700"
"210","Dye, Donteea","0.9","$4,500"
"211","Wallace, Mike","0.9","$5,300"
"212","Gabriel, Taylor","0.8","$5,000"
"213","Marquez, Bradley","0.8","$4,500"
"215","Harris, Dwayne","0.6","$5,300"
"216","Quick, Brian","0.4","$4,700"
"217","Wheaton, Markus","0.3","$4,800"
"218","Cooper, Riley","0","$5,300"
"219","Hogan, Chris","0","$5,100"
"220","Heyward-Bey, Darrius","0","$4,900"
"221","Easley, Marcus","0","$4,500"
"222","Weems, Eric","0","$4,500"
"223","Floyd, Malcom","0","$6,100"
"224","Simpson, Jerome","0","$4,700"
"225","Patterson, Cordarrelle","0","$4,500"
"226","Davis, Geremy","0","$4,500"
"227","Ajirotutu, Seyi","0","$4,500"
"228","Grant, Ryan","0","$4,600"
"229","Smith, Devin","0","$4,700"
"230","Latimer, Cody","0","$4,500"
"231","Janis, Jeff","0","$4,500"
"232","Caldwell, Andre","0","$4,500"
"233","Meredith, Cameron","0","$4,500"
"234","Holmes, Andre","0","$5,100"
"235","Woods, Robert","0","$4,900"
"236","Johnson, Andre","0","$5,600"
"237","White, DeAndrew","0","$4,500"
"238","Coates, Sammie","0","$4,500"
"239","Slater, Matthew","0","$4,500"
"240","Dobson, Aaron","0","$4,500"
"241","Williams, Nick","0","$4,500"
"242","Street, Devin","0","$4,900"
"243","Thielen, Adam","0","$4,500"
"244","Moore, Denarius","0","$4,500"
"245","Jones, Jacoby","0","$4,500"
"246","Jennings, Greg","0","$4,500"
"247","Shepard, Russell","0","$4,500"
"251","Walker, Delanie","27","$5,500"
"252","Eifert, Tyler","25.8","$5,800"
"253","Daniels, Owen","19.2","$4,700"
"254","Rodgers, Richard","16.4","$4,800"
"255","Bennett, Martellus","15.7","$5,400"
"256","Olsen, Greg","14.6","$6,400"
"257","Celek, Garrett","14.2","$4,500"
"258","Fasano, Anthony","10.8","$4,500"
"259","Gates, Antonio","9.9","$6,000"
"261","Reed, Jordan","9.3","$5,700"
"262","Tamme, Jacob","9.1","$5,200"
"263","Hill, Josh","9.1","$4,700"
"264","Doyle, Jack","8.8","$4,500"
"265","Watson, Ben","8.5","$5,700"
"266","James, Jesse","8.3","$4,500"
"267","Witten, Jason","7.3","$5,600"
"268","Ertz, Zach","6.9","$5,000"
"269","Gronkowski, Rob","6.7","$8,500"
"270","Walford, Clive","6.6","$4,500"
"271","Hoomanawanui, Michael","6.6","$4,600"
"272","Cumberland, Jeff","4.9","$4,600"
"273","Miller, Heath","4.7","$5,800"
"274","Barnidge, Gary","4.5","$6,600"
"275","Fleener, Coby","4.2","$5,000"
"276","Rudolph, Kyle","4","$4,800"
"277","Kendricks, Lance","3.5","$4,600"
"278","Stevens, Craig","3.5","$4,500"
"279","Lewis, Marcedes","3.2","$4,600"
"280","Thomas, Julius","2.9","$5,600"
"282","McDonald, Vance","2.9","$4,600"
"283","Rivera, Mychal","2.6","$4,900"
"284","Brate, Cameron","2.2","$4,500"
"285","Ellison, Rhett","2.1","$4,500"
"287","Green, Virgil","1.8","$4,500"
"288","Dray, Jim","1.8","$4,500"
"289","Smith, Lee","1.5","$4,500"
"290","Cook, Jared","1.5","$5,200"
"291","Sims, Dion","1.4","$4,600"
"292","Cameron, Jordan","1.1","$5,200"
"293","Clay, Charles","1.1","$5,700"
"295","Dickson, Ed","1.1","$4,500"
"296","Pruitt, MyCole","1.1","$4,500"
"297","Chandler, Scott","1","$4,600"
"298","Toilolo, Levine","0.6","$4,500"
"299","Burton, Trey","0","$4,500"
"300","Davis, Kellen","0","$4,500"
"301","Davis, Vernon","0","$4,900"
"302","Carrier, Derek","0","$4,900"
"303","Phillips, John","0","$4,500"
"304","Escobar, Gavin","0","$4,500"
"305","Myers, Brandon","0","$4,500"
"306","Kroft, Tyler","0","$4,500"
"307","Allen, Dwayne","0","$4,800"
"308","Bell, Blake","0","$4,500"
"309","Celek, Brent","0","$4,700"
"310","Gragg, Chris","0","$4,500"
"311","Stocker, Luke","0","$4,500"
"312","Harkey, Cory","0","$4,500"
"313","Stoneburner, Jake","0","$4,500"
"314","Williams, Brandon","0","$4,500"
"315","Johnson, David","0","$4,500"
"316","Hanna, James","0","$4,500"
"317","Harbor, Clay","0","$4,600"
"320","Brown, Josh","17","$4,800"
"321","Zuerlein, Greg","17","$4,500"
"322","Barth, Connor","14","$4,800"
"323","Gano, Graham","14","$4,700"
"324","Myers, Jason","12","$4,600"
"325","Vinatieri, Adam","12","$4,800"
"326","Boswell, Chris","12","$4,500"
"327","Bailey, Dan","11","$4,600"
"328","Bryant, Matt","11","$4,800"
"329","Sturgis, Caleb","11","$5,000"
"330","Succop, Ryan","10","$4,500"
"331","Gostkowski, Stephen","9","$5,200"
"332","Walsh, Blair","8","$4,900"
"333","Carpenter, Dan","8","$4,600"
"334","Lambo, Josh","7","$4,700"
"335","Nugent, Mike","7","$4,600"
"336","McManus, Brandon","6","$5,000"
"337","Dawson, Phil","6","$4,800"
"338","Franks, Andrew","6","$4,500"
"339","Janikowski, Sebastian","5","$4,500"
"340","Forbath, Kai","4","$4,600"
"341","Coons, Travis","4","$4,500"
"342","Hopkins, Dustin","4","$4,800"
"343","Crosby, Mason","3","$5,000"
"344","Gould, Robbie","2","$4,600"
"345","Folk, Nick","0","$4,600"
"348","New York J Defense","14","$4,700"
"349","New York G Defense","13","$4,500"
"350","Philadelphia Defense","12","$4,700"
"351","San Diego Defense","11","$4,600"
"352","New England Defense","9","$4,900"
"353","Tennessee Defense","9","$4,100"
"354","Carolina Defense","8","$4,400"
"355","Chicago Defense","8","$4,000"
"356","Denver Defense","7","$5,300"
"357","Buffalo Defense","7","$4,700"
"358","Cincinnati Defense","7","$5,000"
"359","Indianapolis Defense","6","$4,100"
"360","Atlanta Defense","5","$4,900"
"361","Tampa Bay Defense","4","$4,000"
"362","Washington Defense","4","$4,000"
"363","Pittsburgh Defense","4","$4,600"
"364","Cleveland Defense","3","$4,100"
"365","San Francisco Defense","3","$4,000"
"366","St. Louis Defense","3","$5,100"
"367","Miami Defense","2","$4,700"
"368","Minnesota Defense","2","$4,700"
"369","Oakland Defense","1","$4,200"
"370","New Orleans Defense","1","$4,200"
"371","Jacksonville Defense","1","$4,300"
"372","Dallas Defense","1","$4,500"
"373","Green Bay Defense","-2","$4,800"
