"","Player","Points","FD_Salary"
"194","Landry, Jarvis","9.6","$7,200"
"195","Heyward-Bey, Darrius","9.6","$4,500"
"196","Matthews, Rishard","9.2","$5,000"
"197","Enunwa, Quincy","9","$5,600"
"198","Beasley, Cole","8.8","$5,200"
"199","Fitzgerald, Larry","8.8","$7,500"
"200","Roberts, Seth","8.7","$5,400"
"201","Wallace, Mike","8.7","$6,700"
"202","White, Kevin","8.5","$5,500"
"203","Evans, Mike","8.4","$8,000"
"204","Johnson, Charles","8","$4,700"
"205","Wilson, Albert","7.7","$4,700"
"206","Cruz, Victor","7.5","$5,700"
"207","Baldwin, Doug","7.4","$7,400"
"208","Cooper, Amari","7.3","$7,600"
"209","Roberts, Andre","7.3","$4,500"
"210","Diggs, Stefon","7.1","$7,100"
"211","Funchess, Devin","6.6","$5,300"
"212","Williams, Tyrell","6.5","$6,400"
"213","Patterson, Cordarrelle","6.5","$4,700"
"215","LaFell, Brandon","6.4","$5,500"
"216","Jeffery, Alshon","6.1","$8,200"
"217","Boldin, Anquan","6.1","$6,500"
"218","Garcon, Pierre","5.9","$6,000"
"219","Strong, Jaelen","5.6","$4,700"
"220","Jackson, Vincent","5.3","$5,100"
"221","Shepard, Sterling","5","$6,900"
"223","Lee, Marqise","4.8","$4,500"
"224","Meredith, Cameron","4.8","$4,500"
"225","Benjamin, Travis","4.8","$6,600"
"226","Johnson, Andre","4.8","$5,100"
"227","Cooks, Brandin","4.6","$8,200"
"228","Louis, Ricardo","4.3","$4,500"
"229","Hawkins, Andrew","4.3","$4,500"
"230","Powell, Walter","4.2","$4,500"
"231","Perriman, Breshad","3.9","$5,000"
"232","Kearse, Jermaine","3.8","$4,900"
"233","Beckham Jr., Odell","3.8","$8,700"
"234","Norwood, Jordan","3.5","$4,600"
"235","Sanu, Mohamed","3.2","$6,200"
"236","Richardson, Paul","3.2","$4,500"
"237","Thielen, Adam","3.1","$4,900"
"238","Crowder, Jamison","3.1","$6,000"
"239","Parker, DeVante","3","$6,300"
"240","Nelson, J.J.","2.9","$4,600"
"241","Snead, Willie","2.8","$7,500"
"242","Coleman, Brandon","2.7","$4,600"
"243","Tate, Golden","2.6","$6,200"
"244","Sharpe, Tajae","2.5","$5,600"
"245","Ginn Jr., Ted","2.4","$5,900"
"246","Aiken, Kamar","2.4","$5,400"
"247","Wright, Kendall","2.4","$4,800"
"249","Edelman, Julian","2.2","$7,200"
"250","Lockett, Tyler","1.8","$6,200"
"251","Patton, Quinton","1.8","$4,800"
"252","Lewis, Tommylee","1.8","$4,500"
"253","Austin, Tavon","1.8","$5,800"
"254","Goodwin, Marquise","1.7","$5,300"
"255","Boyd, Tyler","1.5","$5,400"
"256","Taylor, Jordan","1.4","$4,500"
"257","Greene, Rashad","1.3","$4,600"
"258","Brown, Jaron","1.2","$4,700"
"260","Jackson, DeSean","1","$6,900"
"261","Burbridge, Aaron","1","$4,500"
"262","Hopkins, DeAndre","0.9","$8,600"
"263","Humphries, Adam","0.9","$5,000"
"264","Whitehead, Lucky","0.8","$4,500"
"265","Smith, Torrey","0.8","$5,600"
"267","Tate, Brandon","0.4","$4,500"
"268","Mariani, Marc","0","$4,500"
"269","Wright, James","0","$4,500"
"270","Thompson, Deonte","0","$4,500"
"271","Hogan, Chris","0","$5,200"
"272","Fowler, Bennie","0","$4,500"
"273","Marquez, Bradley","0","$4,500"
"274","Erickson, Alex","0","$4,500"
"275","Weems, Eric","0","$4,500"
"276","Whalen, Griff","0","$4,500"
"277","Thomas, Mike","0","$4,500"
"278","Mitchell, Malcolm","0","$4,500"
"279","Grant, Ryan","0","$4,600"
"280","Higgins, Rashard","0","$4,500"
"281","Latimer, Cody","0","$4,500"
"282","Amendola, Danny","0","$5,400"
"283","Holmes, Andre","0","$4,600"
"284","Walters, Bryan","0","$4,500"
"285","Treadwell, Laquon","0","$4,600"
"286","Slater, Matthew","0","$4,500"
"287","Ross, Rashad","0","$4,500"
"288","Mumphery, Keith","0","$4,500"
"289","King, Tavarres","0","$4,500"
"290","Carroo, Leonte","0","$4,500"
"291","Streater, Rod","0","$4,500"
"292","Hester, Devin","0","$4,700"
"293","Bray, Quan","0","$4,500"
"294","Grant, Jakeem","0","$4,500"
"295","Bellamy, Josh","0","$4,500"
"296","Hardy, Justin","0","$4,900"
"297","Harris, Dwayne","-2","$4,500"
"300","Reed, Jordan","23.8","$7,500"
"301","Olsen, Greg","18.6","$7,900"
"302","Graham, Jimmy","14.3","$6,400"
"303","Henry, Hunter","14.1","$4,500"
"304","Rudolph, Kyle","14","$5,600"
"305","Bennett, Martellus","13.4","$6,300"
"306","Fiedorowicz, C.J.","12.8","$4,500"
"307","Kelce, Travis","10.8","$6,500"
"308","Hooper, Austin","10.7","$4,500"
"309","Miller, Zach","10.6","$5,000"
"310","Celek, Garrett","10.4","$4,500"
"311","Barnidge, Gary","9.2","$5,900"
"312","Brate, Cameron","9.2","$5,300"
"313","James, Jesse","8.5","$4,500"
"314","Witten, Jason","8.2","$6,000"
"315","Kendricks, Lance","7.7","$4,500"
"316","Tamme, Jacob","7.3","$5,500"
"317","Clay, Charles","7.2","$5,100"
"318","Griffin, Ryan","6.9","$4,500"
"319","Uzomah, C.J.","6.5","$5,000"
"320","Tye, Will","6.3","$4,700"
"321","Ebron, Eric","6.2","$5,800"
"322","Walker, Delanie","4.4","$6,700"
"323","Fleener, Coby","3.4","$5,400"
"324","Walford, Clive","3.3","$4,900"
"325","Pitta, Dennis","3.2","$5,400"
"326","Johnson, David","3.1","$4,500"
"327","O'Leary, Nick","3","$4,500"
"328","Allen, Dwayne","3","$5,900"
"329","Dickson, Ed","2.7","$4,500"
"330","Gillmore, Crockett","2.6","$4,500"
"331","Grimble, Xavier","2.4","$4,500"
"332","Heuerman, Jeff","2.4","$4,500"
"333","Paulsen, Logan","2","$4,500"
"334","Fells, Darren","1.7","$4,700"
"335","Lewis, Marcedes","1.7","$4,600"
"336","Harris, Demetrius","1.7","$4,500"
"337","Gronkowski, Rob","1.6","$7,400"
"338","Sterling, Neal","1.5","$4,500"
"339","Sims, Dion","1.4","$4,500"
"340","Davis, Vernon","1.3","$4,500"
"341","Pruitt, MyCole","1.2","$4,500"
"342","Doyle, Jack","1.1","$4,800"
"343","Ellison, Rhett","0.7","$4,500"
"344","Smith, Lee","0.6","$4,500"
"345","Rivera, Mychal","0.6","$4,500"
"346","Donnell, Larry","0","$5,100"
"347","Higbee, Tyler","0","$4,500"
"348","McGrath, Sean","0","$4,500"
"349","Momah, Ifeanyi","0","$4,500"
"350","Lee, Khari","0","$4,500"
"351","Davis, Kellen","0","$4,500"
"352","O'Shaughnessy, James","0","$4,500"
"353","Supernaw, Phillip","0","$4,500"
"354","Swaim, Geoff","0","$4,500"
"355","Simonson, Scott","0","$4,500"
"356","Paul, Niles","0","$4,500"
"357","Escobar, Gavin","0","$4,500"
"358","Myers, Brandon","0","$4,500"
"359","Fasano, Anthony","0","$4,500"
"360","Gresham, Jermaine","0","$4,500"
"361","Amaro, Jace","0","$4,600"
"362","Willson, Luke","0","$4,500"
"363","Telfer, Randall","0","$4,500"
"364","Bostick, Brandon","0","$4,500"
"365","Kroft, Tyler","0","$4,600"
"366","Bell, Blake","0","$4,500"
"367","Toilolo, Levine","0","$4,500"
"368","Harkey, Cory","0","$4,500"
"369","Gray, Marqueis","0","$4,500"
"370","Dray, Jim","0","$4,500"
"371","Williams, Brandon","0","$4,500"
"372","Williams, Maxx","0","$4,500"
"373","Cleveland, Asante","0","$4,500"
"374","Wick, Cole","0","$4,500"
"375","Charles, Orson","0","$4,500"
"376","Harbor, Clay","0","$4,500"
"379","Nugent, Mike","19","$4,500"
"380","Myers, Jason","14","$4,500"
"381","Bryant, Matt","14","$4,600"
"382","Vinatieri, Adam","12","$4,800"
"383","Novak, Nick","12","$4,500"
"384","Carpenter, Dan","12","$4,500"
"385","Lambo, Josh","11","$4,500"
"386","Parkey, Cody","11","$4,500"
"387","Hauschka, Steven","11","$4,800"
"388","McManus, Brandon","9","$4,800"
"389","Succop, Ryan","9","$4,500"
"390","Hopkins, Dustin","8","$4,500"
"391","Prater, Matt","8","$4,700"
"392","Tucker, Justin","8","$5,100"
"393","Walsh, Blair","7","$4,500"
"394","Catanzaro, Chandler","7","$4,600"
"395","Gano, Graham","7","$4,800"
"396","Bailey, Dan","6","$4,600"
"397","Lutz, Wil","5","$4,500"
"398","Dawson, Phil","5","$4,500"
"399","Folk, Nick","5","$4,500"
"400","Barth, Connor","5","$4,500"
"401","Boswell, Chris","5","$4,800"
"402","Brown, Josh","5","$4,800"
"403","Zuerlein, Greg","5","$4,500"
"404","Janikowski, Sebastian","4","$4,700"
"405","Santos, Cairo","2","$4,900"
"406","Franks, Andrew","1","$4,500"
"407","Aguayo, Roberto","1","$4,500"
"408","Gostkowski, Stephen","0","$5,200"
"411","Los Angeles Defense","17","$4,400"
"412","Denver Defense","15","$5,200"
"413","Buffalo Defense","15","$4,300"
"414","Cincinnati Defense","13","$4,700"
"415","Atlanta Defense","11","$4,000"
"416","Seattle Defense","11","$5,000"
"417","Houston Defense","10","$4,900"
"418","Chicago Defense","10","$4,200"
"419","Detroit Defense","9","$4,500"
"420","Pittsburgh Defense","9","$4,800"
"421","New Orleans Defense","8","$4,000"
"422","Jacksonville Defense","8","$4,000"
"423","Washington Defense","8","$4,600"
"424","Minnesota Defense","8","$4,700"
"425","Carolina Defense","7","$4,800"
"426","Arizona Defense","5","$5,300"
"427","Tennessee Defense","5","$4,100"
"428","Oakland Defense","4","$4,500"
"429","Tampa Bay Defense","4","$4,200"
"430","Dallas Defense","4","$4,700"
"431","Cleveland Defense","4","$4,200"
"432","New England Defense","3","$4,500"
"433","New York J Defense","2","$4,400"
"434","San Francisco Defense","2","$4,200"
"435","San Diego Defense","2","$4,300"
"436","Indianapolis Defense","2","$4,500"
"437","Miami Defense","1","$4,300"
"438","Baltimore Defense","1","$4,400"
"439","New York G Defense","0","$4,400"
"440","Kansas City Defense","-2","$4,400"
