"","Player","Points","FD_Salary"
"67","McCluster, Dexter","11.2","$5,000"
"68","Mathews, Ryan","11","$5,600"
"69","Bernard, Giovani","10.4","$6,300"
"70","Murray, Latavius","10.2","$6,700"
"71","Yeldon, T.J.","9.2","$6,500"
"72","Forsett, Justin","8.4","$7,100"
"73","Thompson, Chris","8.2","$5,300"
"74","Williams, DeAngelo","7.4","$7,600"
"75","Olawale, Jamize","7.4","$4,800"
"76","McFadden, Darren","7.3","$7,000"
"77","Juszczyk, Kyle","7.2","$4,500"
"79","Jennings, Rashad","6.1","$5,300"
"80","Sproles, Darren","5.9","$5,500"
"81","Johnson, Chris","5.8","$6,800"
"82","Grimes, Jonathan","5","$5,300"
"83","Ajayi, Jay","4.8","$4,900"
"84","Johnson, Duke","4.8","$5,900"
"85","Hightower, Tim","4.6","$4,500"
"86","Bell, Joique","4.5","$5,200"
"87","Spiller, C.J.","4.4","$5,500"
"88","Riddick, Theo","4.1","$5,300"
"89","Sims, Charles","4.1","$5,400"
"90","Vereen, Shane","3.6","$5,800"
"91","Carey, Ka'Deem","3.6","$4,800"
"92","Blue, Alfred","3.6","$5,900"
"93","Asiata, Matt","3.5","$4,500"
"94","Hill, Jeremy","3.5","$6,600"
"95","Mason, Tre","3.2","$4,900"
"96","Allen, Javorius","2.8","$5,000"
"97","Abdullah, Ameer","2.7","$5,600"
"98","Tolbert, Mike","2.6","$5,000"
"99","Bohanon, Tommy","2.3","$4,500"
"100","Rawls, Thomas","1.9","$5,000"
"103","Darkwa, Orleans","1.5","$5,100"
"104","Young, Darrel","1.5","$4,500"
"106","Polk, Chris","1.4","$5,300"
"107","Lane, Jorvorskie","1.3","$4,500"
"108","Johnson, David","1.3","$4,800"
"109","McKinnon, Jerick","1.2","$4,700"
"111","Anderson, C.J.","0.9","$5,900"
"112","Michael, Christine","0.8","$5,700"
"113","Todman, Jordan","0.8","$4,700"
"114","Andrews, Antonio","0.8","$6,000"
"115","Sankey, Bishop","0.7","$4,600"
"116","Cunningham, Benny","0.7","$4,900"
"117","Reece, Marcel","0.5","$5,000"
"118","Crowell, Isaiah","0.4","$5,300"
"120","Williams, Andre","0.2","$5,000"
"121","Robinson, Denard","0.1","$5,300"
"122","Harris, Alonzo","0","$4,500"
"123","Kuhn, John","0","$4,500"
"124","Burkhead, Rex","0","$4,500"
"125","Williams, Damien","0","$4,900"
"126","Murphy, Marcus","0","$4,500"
"127","Taylor, Stepfan","0","$4,500"
"128","Stacy, Zac","0","$4,800"
"129","Rainey, Bobby","0","$4,600"
"130","Thompson, Juwan","0","$4,900"
"131","Jones, Taiwan","0","$5,900"
"132","Peerman, Cedric","0","$4,500"
"133","Coleman, Derrick","0","$4,500"
"134","Whittaker, Fozzy","0","$4,800"
"135","Dixon, Anthony","0","$4,600"
"136","Smith, Antone","0","$4,600"
"137","Jackson, Fred","0","$5,400"
"138","Ridley, Stevan","-0.1","$4,700"
"139","Bolden, Brandon","-0.3","$5,900"
"142","Brown, Antonio","32.9","$8,700"
"143","Floyd, Michael","26.8","$5,900"
"144","Cooks, Brandin","25.4","$7,200"
"145","Bryant, Martavis","24.8","$6,500"
"146","Baldwin, Doug","22.9","$5,400"
"147","Beckham Jr., Odell","18.4","$8,800"
"148","Fitzgerald, Larry","18","$7,400"
"149","Decker, Eric","17.5","$6,800"
"150","Harris, Dwayne","17.2","$5,100"
"151","Evans, Mike","16.6","$7,700"
"152","Landry, Jarvis","15.3","$7,000"
"153","Hurns, Allen","14.7","$7,300"
"154","Hopkins, DeAndre","14.2","$8,900"
"155","Benjamin, Travis","14.1","$5,700"
"156","Crowder, Jamison","14","$5,600"
"157","Robinson, Allen","13.6","$7,500"
"158","Amendola, Danny","12.9","$5,200"
"159","Adams, Davante","12.9","$5,800"
"160","Matthews, Rishard","12.2","$6,000"
"161","Givens, Chris","11.7","$4,500"
"162","Johnson, Calvin","11.1","$8,000"
"163","Aiken, Kamar","10.8","$5,400"
"164","Hartline, Brian","10.7","$4,900"
"165","Thomas, Demaryius","10.6","$7,900"
"166","Cooper, Amari","10.4","$7,100"
"167","Moore, Lance","10.4","$5,100"
"168","Holmes, Andre","9.9","$5,100"
"169","Huff, Josh","9.8","$4,800"
"170","Marshall, Brandon","9.8","$7,900"
"171","Hawkins, Andrew","8.4","$4,800"
"172","Tate, Golden","8.3","$6,300"
"173","Caldwell, Andre","8.3","$4,500"
"175","LaFell, Brandon","7.6","$6,200"
"176","Crabtree, Michael","7.5","$6,400"
"177","Cobb, Randall","7.5","$7,700"
"178","Edelman, Julian","7.3","$8,000"
"179","Green, A.J.","7.2","$8,300"
"180","Bryant, Dez","7","$8,100"
"181","Hunter, Justin","6.7","$5,000"
"182","Patterson, Cordarrelle","6.6","$4,500"
"183","Diggs, Stefon","6.6","$6,600"
"184","Randle, Rueben","6.6","$5,700"
"185","Ginn Jr., Ted","6.5","$5,100"
"186","Thomas, De'Anthony","5.7","$4,500"
"187","Jones, Marvin","5.6","$5,400"
"188","Jackson, DeSean","5.4","$6,000"
"189","Brown, Jaron","5.3","$4,500"
"190","Funchess, Devin","5.1","$5,200"
"191","Agholor, Nelson","4.7","$4,900"
"193","Latimer, Cody","4.5","$4,500"
"195","Walters, Bryan","4.4","$5,300"
"196","Williams, Terrance","4.3","$5,400"
"197","Quick, Brian","4.2","$4,700"
"198","Washington, Nate","4.2","$5,200"
"199","Douglas, Harry","4.1","$4,500"
"200","Jeffery, Alshon","3.8","$7,600"
"201","Colston, Marques","3.7","$5,300"
"202","Gabriel, Taylor","3.6","$4,900"
"203","Matthews, Jordan","3.6","$6,600"
"205","Humphries, Adam","3.5","$5,000"
"206","Woods, Robert","3.4","$4,900"
"208","Austin, Tavon","3.3","$6,000"
"209","Maclin, Jeremy","3.2","$6,500"
"210","Shorts, Cecil","3.1","$5,400"
"211","Watkins, Sammy","2.9","$6,900"
"212","Marquez, Bradley","2.9","$4,500"
"213","Wheaton, Markus","2.8","$4,800"
"214","Wallace, Mike","2.7","$5,300"
"215","Butler, Jeremy","2.6","$4,500"
"216","Fowler, Bennie","2.2","$4,900"
"217","Wilson, Albert","2.1","$4,500"
"218","Garcon, Pierre","2","$6,400"
"219","Coleman, Brandon","1.9","$4,900"
"220","Cotchery, Jerricho","1.6","$4,900"
"221","Lee, Marqise","1.6","$4,600"
"222","Dye, Donteea","1.6","$4,500"
"223","Kearse, Jermaine","1.5","$5,200"
"224","Street, Devin","1.5","$4,900"
"225","Thielen, Adam","1.4","$4,500"
"226","Jennings, Greg","1.4","$4,500"
"227","Brown, Corey","1.3","$5,000"
"228","Beasley, Cole","1.3","$5,600"
"229","Lockett, Tyler","1.2","$5,200"
"230","Kerley, Jeremy","1.2","$5,100"
"231","Britt, Kenny","1.1","$5,500"
"232","Brown, Marlon","1.1","$4,500"
"233","Roberts, Seth","1","$5,000"
"234","Sanu, Mohamed","1","$5,100"
"235","Dobson, Aaron","1","$4,500"
"236","Wright, Jarius","0.7","$4,900"
"237","Smith, Devin","0.7","$4,700"
"238","Thompkins, Kenbrell","0.7","$4,800"
"239","Wilson, Marquess","0.6","$5,300"
"240","Whitehead, Lucky","0.5","$4,700"
"241","Cooper, Riley","0","$5,100"
"242","Hogan, Chris","0","$4,900"
"243","Heyward-Bey, Darrius","0","$4,700"
"244","Easley, Marcus","0","$4,500"
"245","Sanders, Emmanuel","0","$7,800"
"246","Golden, Brittan","0","$4,500"
"247","Avant, Jason","0","$4,500"
"248","Davis, Geremy","0","$4,500"
"249","Ajirotutu, Seyi","0","$4,500"
"250","Conley, Chris","0","$5,400"
"251","Grant, Ryan","0","$4,600"
"252","Brown, John","0","$6,100"
"253","Tate, Brandon","0","$4,700"
"254","Fuller, Corey","0","$4,500"
"255","Janis, Jeff","0","$4,500"
"256","Green-Beckham, Dorial","0","$5,200"
"257","Meredith, Cameron","0","$4,500"
"258","Matthews, Chris","0","$4,500"
"259","Snead, Willie","0","$6,500"
"260","Parker, DeVante","0","$4,500"
"261","Jones, James","0","$5,700"
"262","Coates, Sammie","0","$4,500"
"263","Slater, Matthew","0","$4,500"
"264","Ross, Rashad","0","$4,800"
"265","Mumphery, Keith","0","$4,800"
"266","Austin, Miles","0","$5,000"
"267","Bellamy, Josh","0","$4,700"
"268","Johnson, Charles","0","$4,900"
"269","Jones, Jacoby","0","$4,500"
"270","Stills, Kenny","0","$5,000"
"271","Shepard, Russell","0","$4,500"
"272","Mariani, Marc","-2","$4,500"
"273","Ross, Jeremy","-2","$4,500"
"277","Gronkowski, Rob","19.8","$8,000"
"278","Reed, Jordan","16.4","$5,800"
"279","Barnidge, Gary","15.5","$6,100"
"280","Celek, Brent","15.4","$4,700"
"282","Gillmore, Crockett","12.2","$5,000"
"283","Olsen, Greg","12","$6,300"
"284","Williams, Maxx","12","$4,600"
"285","Rodgers, Richard","11.7","$5,400"
"286","Ertz, Zach","10.3","$5,000"
"287","Gresham, Jermaine","9.6","$4,500"
"288","Dickson, Ed","9.6","$4,500"
"289","Ellison, Rhett","8.8","$4,500"
"290","Walford, Clive","8.8","$4,800"
"291","Tye, Will","8.1","$4,700"
"292","Clay, Charles","7.7","$5,400"
"293","Rivera, Mychal","7.6","$4,700"
"294","Walker, Delanie","6.7","$5,900"
"295","Pettigrew, Brandon","6.7","$4,500"
"296","Witten, Jason","6.7","$5,600"
"297","Chandler, Scott","6.6","$4,600"
"298","Kelce, Travis","6.1","$5,800"
"299","Miller, Heath","6","$5,300"
"300","Graham, Jimmy","5.6","$6,000"
"301","Griffin, Ryan","5.1","$4,800"
"302","Myers, Brandon","5","$4,500"
"303","Boyle, Nick","5","$4,500"
"304","Ebron, Eric","4.8","$5,300"
"305","Cook, Jared","4.5","$4,900"
"306","Eifert, Tyler","4.1","$6,200"
"307","Fiedorowicz, C.J.","4","$4,500"
"309","Watson, Ben","3.4","$5,500"
"310","Thomas, Julius","3.3","$5,400"
"311","Bennett, Martellus","3.3","$5,400"
"312","Davis, Vernon","2.9","$5,100"
"313","Escobar, Gavin","2.7","$4,500"
"314","Fasano, Anthony","2.4","$4,500"
"316","Daniels, Owen","1.9","$5,100"
"317","Carrier, Derek","1.9","$4,900"
"318","Pruitt, MyCole","1.7","$4,500"
"319","Lewis, Marcedes","1.4","$4,600"
"320","Sims, Dion","1.3","$4,600"
"321","Green, Virgil","1.3","$4,500"
"322","Rudolph, Kyle","1.2","$4,700"
"323","Brate, Cameron","1.1","$4,500"
"324","Parker, Brian","1.1","$4,500"
"325","Cameron, Jordan","1","$4,900"
"326","Kendricks, Lance","0.9","$4,600"
"327","James, Jesse","0.7","$4,700"
"328","Smith, Lee","0.6","$4,500"
"329","Burton, Trey","0","$4,500"
"330","Davis, Kellen","0","$4,500"
"331","Niklas, Troy","0","$4,500"
"332","Cumberland, Jeff","0","$4,500"
"333","Willson, Luke","0","$4,500"
"334","Kroft, Tyler","0","$4,500"
"335","Hoomanawanui, Michael","0","$4,600"
"336","Gragg, Chris","0","$4,500"
"337","Hill, Josh","0","$4,700"
"338","Stocker, Luke","0","$4,500"
"339","Harkey, Cory","0","$4,500"
"340","Stoneburner, Jake","0","$4,500"
"341","Dray, Jim","0","$4,500"
"342","Stevens, Craig","0","$4,500"
"343","Hanna, James","0","$4,500"
"344","Harbor, Clay","0","$4,600"
"347","Santos, Cairo","21","$4,500"
"348","Hopkins, Dustin","18","$4,500"
"349","Brown, Josh","16","$4,800"
"350","Catanzaro, Chandler","15","$4,700"
"351","Myers, Jason","13","$4,600"
"352","Gould, Robbie","13","$4,600"
"353","Walsh, Blair","12","$4,900"
"354","Carpenter, Dan","12","$4,600"
"355","Gostkowski, Stephen","11","$5,100"
"356","Boswell, Chris","10","$4,500"
"357","Gano, Graham","10","$4,700"
"358","Bailey, Dan","9","$4,600"
"359","Hauschka, Steven","9","$5,000"
"360","Franks, Andrew","9","$4,500"
"361","Prater, Matt","9","$4,600"
"362","Nugent, Mike","7","$4,600"
"363","Zuerlein, Greg","7","$4,500"
"364","Barth, Connor","6","$4,800"
"365","Succop, Ryan","5","$4,500"
"366","Sturgis, Caleb","5","$5,000"
"367","Crosby, Mason","5","$5,000"
"369","Novak, Nick","4","$4,500"
"370","Coons, Travis","3","$4,500"
"371","Forbath, Kai","2","$4,700"
"372","Janikowski, Sebastian","2","$4,600"
"373","Tucker, Justin","2","$4,900"
"374","McManus, Brandon","1","$4,800"
"377","Kansas City Defense","19","$4,300"
"378","Buffalo Defense","16","$4,800"
"379","Pittsburgh Defense","16","$4,600"
"380","Houston Defense","14","$4,400"
"381","Washington Defense","13","$4,000"
"382","Minnesota Defense","13","$4,500"
"383","Tampa Bay Defense","12","$4,000"
"384","Seattle Defense","11","$4,900"
"385","Jacksonville Defense","10","$4,300"
"386","Dallas Defense","10","$4,600"
"387","Cincinnati Defense","9","$5,000"
"388","Carolina Defense","9","$4,700"
"389","Chicago Defense","9","$4,000"
"390","Miami Defense","9","$4,500"
"391","Philadelphia Defense","7","$4,700"
"392","New York G Defense","7","$4,500"
"393","Oakland Defense","6","$4,300"
"394","Arizona Defense","6","$4,700"
"395","New York J Defense","5","$4,800"
"396","New England Defense","5","$4,900"
"397","Baltimore Defense","5","$4,400"
"398","Tennessee Defense","5","$4,000"
"399","Detroit Defense","4","$4,200"
"400","Cleveland Defense","4","$4,200"
"401","Green Bay Defense","3","$4,900"
"402","St. Louis Defense","2","$5,400"
"403","Denver Defense","1","$5,200"
"404","New Orleans Defense","-1","$4,300"
