"","Player","Points","FD_Salary"
"156","Hilton, T.Y.","16.4","$7,400"
"157","Diggs, Stefon","16.4","$4,500"
"158","Benjamin, Travis","16.2","$6,300"
"159","Thomas, Demaryius","16.1","$8,300"
"160","Moncrief, Donte","15.9","$6,200"
"161","Beckham Jr., Odell","15.6","$9,100"
"162","Cooper, Riley","15.1","$5,300"
"163","Edelman, Julian","14.2","$7,900"
"164","Landry, Jarvis","14.1","$7,300"
"165","Amendola, Danny","14","$4,800"
"166","Floyd, Michael","13.5","$4,900"
"167","Fitzgerald, Larry","13.3","$7,500"
"168","Wilson, Albert","13.2","$4,500"
"169","Tate, Golden","13","$6,900"
"170","Watkins, Sammy","12.8","$6,300"
"172","Boldin, Anquan","12.7","$6,500"
"173","Jones, Julio","12.3","$9,200"
"174","Floyd, Malcom","12","$5,400"
"175","Decker, Eric","11.9","$6,100"
"176","Matthews, Rishard","11.5","$6,300"
"177","Lockette, Ricardo","11.3","$4,500"
"178","Garcon, Pierre","11.3","$6,000"
"179","Patton, Quinton","10.8","$4,500"
"180","Hurns, Allen","10","$6,500"
"181","Whalen, Griff","10","$4,500"
"182","Jones, James","10","$6,600"
"183","White, Roddy","9.8","$5,400"
"184","Aiken, Kamar","9.7","$6,000"
"185","Inman, Dontrelle","9.3","$5,100"
"186","Janis, Jeff","8.9","$4,500"
"187","Shorts, Cecil","8.3","$5,000"
"188","Wright, Jarius","7.9","$4,900"
"189","Snead, Willie","7.5","$6,200"
"190","Austin, Miles","7.5","$5,200"
"191","Royal, Eddie","7.4","$5,300"
"192","Green-Beckham, Dorial","7.2","$4,900"
"193","Matthews, Jordan","6.9","$6,600"
"194","Randle, Rueben","6.9","$5,700"
"195","Hunter, Justin","6.9","$4,800"
"196","Woods, Robert","6.7","$4,900"
"197","Wilson, Marquess","6.4","$5,400"
"198","Maclin, Jeremy","6.3","$7,200"
"199","Cooks, Brandin","6.1","$7,000"
"200","Crowder, Jamison","6","$5,500"
"201","Hankerson, Leonard","5.7","$5,800"
"202","Green, A.J.","5.6","$8,100"
"203","Stills, Kenny","5.6","$5,000"
"204","Wright, Kendall","5.4","$5,800"
"205","Ross, Jeremy","5.1","$4,500"
"206","Johnson, Andre","5","$6,000"
"207","Sanu, Mohamed","4.8","$5,000"
"208","Cobb, Randall","4.8","$8,100"
"209","Brown, Corey","4.7","$4,700"
"210","Martin, Keshawn","4.4","$4,500"
"211","Hogan, Chris","4.1","$5,100"
"212","Dorsett, Phillip","4","$5,200"
"213","Brown, Antonio","3.9","$8,600"
"214","Baldwin, Doug","3.8","$5,800"
"215","Huff, Josh","3.4","$5,300"
"216","Funchess, Devin","3.4","$4,600"
"217","Wallace, Mike","3.3","$5,400"
"219","Cotchery, Jerricho","3.1","$4,600"
"220","Conley, Chris","3.1","$4,800"
"221","Hawkins, Andrew","3","$4,800"
"222","Givens, Chris","2.8","$4,500"
"223","Caldwell, Andre","2.8","$4,500"
"224","Harris, Dwayne","2.8","$5,300"
"225","Enunwa, Quincy","2.7","$4,800"
"226","Montgomery, Ty","2.5","$5,800"
"227","Ginn Jr., Ted","2.3","$5,500"
"228","Ross, Rashad","2.1","$4,500"
"229","Mumphery, Keith","1.8","$5,000"
"230","Jennings, Greg","1.8","$4,500"
"231","Matthews, Chris","1.7","$4,500"
"232","Douglas, Harry","1.6","$4,700"
"234","Brown, Marlon","1.4","$4,500"
"235","Wheaton, Markus","1.3","$4,800"
"236","Meredith, Cameron","1.2","$4,500"
"237","Roberts, Andre","1.1","$4,700"
"238","Gabriel, Taylor","1","$4,900"
"239","Strong, Jaelen","1","$5,300"
"240","Avant, Jason","0.9","$4,500"
"241","Norwood, Jordan","0.4","$4,500"
"242","Thomas, De'Anthony","0.1","$4,500"
"243","Mariani, Marc","0","$4,500"
"244","Lockett, Tyler","0","$5,100"
"245","Morgan, Joseph","0","$4,500"
"246","Heyward-Bey, Darrius","0","$4,900"
"247","Fowler, Bennie","0","$4,900"
"248","Golden, Brittan","0","$4,500"
"249","Weems, Eric","0","$4,500"
"250","Kearse, Jermaine","0","$5,700"
"251","Patterson, Cordarrelle","0","$4,500"
"252","Davis, Geremy","0","$4,500"
"253","Ajirotutu, Seyi","0","$4,500"
"254","Goodwin, Marquise","0","$4,500"
"255","Smith, Devin","0","$4,700"
"256","Tate, Brandon","0","$4,700"
"257","Latimer, Cody","0","$4,500"
"258","Kerley, Jeremy","0","$4,900"
"259","White, Myles","0","$4,500"
"260","Hartline, Brian","0","$5,000"
"261","Parker, DeVante","0","$5,000"
"262","White, DeAndrew","0","$4,500"
"263","Coates, Sammie","0","$4,500"
"264","Slater, Matthew","0","$4,500"
"265","Coleman, Brandon","0","$4,800"
"266","Thielen, Adam","0","$4,500"
"267","Brown, Jaron","0","$4,500"
"268","Moore, Denarius","0","$4,500"
"269","Bellamy, Josh","0","$4,700"
"270","Jones, Jacoby","0","$4,500"
"271","Fuller, Corey","-1","$4,500"
"275","Watson, Ben","23.7","$4,900"
"276","Olsen, Greg","22.6","$6,300"
"277","Graham, Jimmy","18","$6,300"
"278","Barnidge, Gary","17.4","$5,700"
"279","Thomas, Julius","17.3","$5,200"
"280","Gates, Antonio","14","$5,500"
"281","Walker, Delanie","13.7","$5,400"
"282","Gronkowski, Rob","12.5","$8,200"
"283","Sims, Dion","11.3","$4,600"
"284","Kelce, Travis","11.3","$6,200"
"285","Eifert, Tyler","11","$6,000"
"286","Green, Ladarius","11","$5,100"
"287","Clay, Charles","10.7","$5,700"
"288","Cameron, Jordan","10.5","$5,400"
"289","Wright, Tim","9.2","$4,500"
"290","Bennett, Martellus","8.9","$5,800"
"291","Rudolph, Kyle","7.9","$5,000"
"292","Gragg, Chris","7.9","$4,500"
"293","Ertz, Zach","6.3","$5,000"
"294","Carrier, Derek","5.9","$4,900"
"295","Hill, Josh","5.3","$4,700"
"296","Chandler, Scott","4.9","$4,900"
"297","Tamme, Jacob","4.7","$5,100"
"298","Gillmore, Crockett","4.5","$4,900"
"299","Donnell, Larry","4.4","$5,300"
"300","Rodgers, Richard","4.4","$5,100"
"301","Williams, Maxx","4.4","$4,600"
"302","Dickson, Ed","3.9","$4,500"
"303","Allen, Dwayne","3.8","$5,000"
"304","Fleener, Coby","3.5","$5,100"
"305","Daniels, Owen","3.4","$4,900"
"306","O'Shaughnessy, James","3.3","$4,500"
"308","Toilolo, Levine","2.8","$4,500"
"311","Willson, Luke","2.1","$4,500"
"312","Niklas, Troy","1.8","$4,500"
"313","Doyle, Jack","1.7","$4,500"
"314","Ellison, Rhett","1.6","$4,500"
"315","McDonald, Vance","1.5","$4,600"
"316","Fells, Darren","1.4","$4,800"
"317","Lewis, Marcedes","1.3","$4,700"
"318","Fiedorowicz, C.J.","1.3","$4,700"
"319","Fasano, Anthony","1.1","$5,000"
"320","Miller, Heath","1","$5,500"
"322","Helfet, Cooper","0","$4,500"
"323","Celek, Garrett","0","$4,500"
"324","Burton, Trey","0","$4,500"
"325","Davis, Kellen","0","$4,500"
"326","Spaeth, Matt","0","$4,500"
"327","Cumberland, Jeff","0","$4,600"
"328","Davis, Vernon","0","$4,900"
"329","Phillips, John","0","$4,500"
"330","Green, Virgil","0","$4,600"
"331","Gresham, Jermaine","0","$4,500"
"332","Pruitt, MyCole","0","$4,500"
"333","Kroft, Tyler","0","$4,500"
"334","Bell, Blake","0","$4,500"
"335","Hoomanawanui, Michael","0","$4,600"
"336","Celek, Brent","0","$4,700"
"337","Housler, Rob","0","$4,500"
"338","Boyle, Nick","0","$4,500"
"339","Stoneburner, Jake","0","$4,600"
"340","Graham, Garrett","0","$4,600"
"341","Dray, Jim","0","$4,500"
"342","Stevens, Craig","0","$4,500"
"343","Johnson, David","0","$4,500"
"344","Harbor, Clay","0","$4,700"
"347","Boswell, Chris","17","$4,500"
"348","Dawson, Phil","16","$4,600"
"349","McManus, Brandon","14","$4,800"
"350","Gould, Robbie","14","$4,500"
"351","Hauschka, Steven","14","$5,000"
"352","Prater, Matt","13","$4,500"
"353","Walsh, Blair","12","$4,600"
"354","Gostkowski, Stephen","11","$5,100"
"355","Nugent, Mike","11","$4,700"
"356","Folk, Nick","10","$4,700"
"357","Hopkins, Dustin","10","$4,700"
"358","Sturgis, Caleb","9","$4,900"
"359","Crosby, Mason","9","$4,900"
"360","Lambo, Josh","8","$4,600"
"361","Novak, Nick","8","$4,600"
"362","Franks, Andrew","8","$4,500"
"363","Tucker, Justin","8","$4,800"
"364","Catanzaro, Chandler","7","$4,800"
"365","Hocker, Zach","7","$4,500"
"366","Coons, Travis","5","$4,500"
"367","Santos, Cairo","5","$4,800"
"368","Succop, Ryan","4","$4,500"
"369","Bryant, Matt","3","$4,900"
"370","Vinatieri, Adam","3","$5,000"
"371","Gano, Graham","3","$4,700"
"372","Carpenter, Dan","3","$4,600"
"373","Myers, Jason","2","$4,700"
"374","Brown, Josh","1","$4,700"
"377","Miami Defense","24","$4,400"
"378","Philadelphia Defense","19","$4,500"
"379","Denver Defense","17","$5,000"
"380","Houston Defense","16","$4,800"
"381","New Orleans Defense","13","$4,000"
"382","Cleveland Defense","13","$4,400"
"383","Pittsburgh Defense","11","$4,400"
"384","New York G Defense","9","$4,400"
"385","Indianapolis Defense","9","$4,300"
"386","Minnesota Defense","8","$4,500"
"387","Kansas City Defense","7","$4,600"
"388","Seattle Defense","7","$5,000"
"389","Washington Defense","7","$4,300"
"390","New York J Defense","6","$4,800"
"391","Green Bay Defense","6","$4,700"
"392","San Francisco Defense","5","$4,000"
"393","New England Defense","5","$4,800"
"394","Tennessee Defense","5","$4,100"
"395","Cincinnati Defense","4","$4,700"
"396","Carolina Defense","4","$4,700"
"397","Chicago Defense","4","$4,300"
"398","Baltimore Defense","3","$4,700"
"399","San Diego Defense","3","$4,200"
"400","Detroit Defense","2","$4,300"
"401","Jacksonville Defense","1","$4,400"
"402","Atlanta Defense","1","$4,600"
"403","Arizona Defense","1","$5,000"
"404","Buffalo Defense","-1","$4,600"
